id,user_id,joke_id,Rating
37856_53,37856,53,0.7190000000000001
15541_116,15541,116,2.562
15376_40,15376,40,-8.687999999999999
482_77,482,77,4.938
26465_74,26465,74,2.875
5210_101,5210,101,6.343999999999999
19976_22,19976,22,3.0
9074_75,9074,75,-0.594
11312_62,11312,62,3.594
20641_9,20641,9,3.062
23830_103,23830,103,-1.844
36030_43,36030,43,-0.43799999999999994
19711_85,19711,85,3.031
112_109,112,109,8.812000000000003
1501_59,1501,59,6.7810000000000015
22213_3,22213,3,6.938
40600_95,40600,95,4.375
10020_53,10020,53,-3.531
22513_24,22513,24,-1.219
25445_43,25445,43,5.875
16304_2,16304,2,1.062
30861_111,30861,111,8.656
7860_22,7860,22,5.6560000000000015
40422_8,40422,8,3.75
14341_95,14341,95,2.531
20578_8,20578,8,-7.9689999999999985
34561_94,34561,94,-9.562000000000001
22855_26,22855,26,-3.625
31323_22,31323,22,-5.9060000000000015
33363_116,33363,116,0.062
19890_55,19890,55,3.031
7305_87,7305,87,1.844
32519_107,32519,107,2.688
32429_8,32429,8,-2.938
8581_108,8581,108,1.219
38951_52,38951,52,7.6560000000000015
34590_2,34590,2,-8.375
26418_79,26418,79,9.375
25367_129,25367,129,5.593999999999999
30078_69,30078,69,-8.062000000000001
22858_87,22858,87,4.625
25831_87,25831,87,6.562
11880_25,11880,25,2.125
19885_38,19885,38,9.062000000000001
10229_87,10229,87,8.0
19289_5,19289,5,-6.125
21025_86,21025,86,-2.406
27427_22,27427,22,4.188
37890_59,37890,59,9.969
5919_4,5919,4,2.656
7029_48,7029,48,8.719
5171_116,5171,116,7.3439999999999985
39780_26,39780,26,1.4380000000000002
4000_126,4000,126,-4.343999999999999
14510_123,14510,123,-1.8119999999999998
21247_58,21247,58,1.281
34541_93,34541,93,-0.188
10575_134,10575,134,9.25
37059_39,37059,39,-6.593999999999999
28374_26,28374,26,4.593999999999999
30097_5,30097,5,2.125
23102_22,23102,22,3.219
38741_139,38741,139,6.938
28860_94,28860,94,7.812
17653_36,17653,36,-7.2810000000000015
14587_3,14587,3,-2.781
27295_11,27295,11,2.062
23570_137,23570,137,0.062
31058_8,31058,8,-1.6880000000000002
40391_3,40391,3,-6.5
30974_85,30974,85,-8.812000000000003
179_98,179,98,2.844
24176_103,24176,103,-3.438
38060_39,38060,39,-2.375
40795_62,40795,62,-9.5
8595_18,8595,18,2.688
35692_25,35692,25,4.718999999999999
18538_104,18538,104,3.125
35190_37,35190,37,-0.75
18825_112,18825,112,3.156
12760_58,12760,58,-4.875
29861_35,29861,35,3.906
14588_79,14588,79,-8.562000000000001
37989_13,37989,13,4.688
33356_22,33356,22,6.968999999999999
39392_112,39392,112,4.4060000000000015
32711_7,32711,7,9.625
22302_2,22302,2,0.9059999999999999
17160_115,17160,115,3.938
20332_52,20332,52,8.25
26649_129,26649,129,-9.406
28212_22,28212,22,-3.531
35974_5,35974,5,-0.21899999999999997
22545_124,22545,124,6.718999999999999
4976_16,4976,16,-2.156
37787_86,37787,86,4.5
13423_9,13423,9,-2.75
38982_15,38982,15,7.5
7338_6,7338,6,-6.25
18690_45,18690,45,-5.188
24362_128,24362,128,-2.344
22315_27,22315,27,9.844
2869_96,2869,96,-2.75
33328_3,33328,3,-3.875
20315_25,20315,25,0.938
19998_94,19998,94,5.312
29594_113,29594,113,0.7190000000000001
8852_83,8852,83,-5.312
19884_9,19884,9,-4.5
20344_40,20344,40,-5.5310000000000015
28246_58,28246,58,2.406
22583_38,22583,38,4.188
19960_104,19960,104,5.468999999999999
26888_37,26888,37,-2.906
26714_43,26714,43,4.718999999999999
25877_18,25877,18,6.343999999999999
32829_101,32829,101,8.344
12695_139,12695,139,2.719
30095_134,30095,134,3.469
18327_99,18327,99,-9.094
16286_6,16286,6,-2.75
18497_9,18497,9,-3.906
28436_43,28436,43,2.469
2031_94,2031,94,3.5
910_82,910,82,9.5
8881_2,8881,2,10.0
39214_83,39214,83,-8.5
24994_116,24994,116,7.188
26373_68,26373,68,0.406
31203_98,31203,98,-2.0
25286_5,25286,5,-6.968999999999999
13916_109,13916,109,-3.656
27347_4,27347,4,0.875
3568_2,3568,2,4.188
5511_8,5511,8,8.687999999999999
25001_108,25001,108,-4.843999999999999
31709_81,31709,81,5.375
787_2,787,2,-7.093999999999999
6054_28,6054,28,2.344
38448_2,38448,2,-3.844
38027_62,38027,62,7.0310000000000015
35486_114,35486,114,-5.6560000000000015
32917_52,32917,52,-3.75
20770_34,20770,34,-5.343999999999999
20158_115,20158,115,-4.5
20891_35,20891,35,3.375
21556_30,21556,30,-1.031
16466_44,16466,44,6.1560000000000015
21529_9,21529,9,3.25
17256_19,17256,19,5.25
37363_116,37363,116,4.438
35569_109,35569,109,4.562
2876_134,2876,134,5.125
36389_62,36389,62,2.219
4910_7,4910,7,1.531
32048_96,32048,96,-5.343999999999999
1686_120,1686,120,1.406
19627_128,19627,128,-4.468999999999999
19379_2,19379,2,-0.406
2680_64,2680,64,-3.031
18794_40,18794,40,7.3439999999999985
26672_2,26672,2,-2.906
30561_9,30561,9,1.6880000000000002
39638_92,39638,92,0.875
25826_81,25826,81,1.844
14797_29,14797,29,5.938
25070_128,25070,128,-5.843999999999999
38547_95,38547,95,6.75
5825_96,5825,96,1.156
28348_99,28348,99,7.438
5187_47,5187,47,-6.875
27681_62,27681,62,-4.062
3827_56,3827,56,-2.688
22848_4,22848,4,-9.375
31449_25,31449,25,4.718999999999999
37060_2,37060,2,-3.031
22032_119,22032,119,3.438
17630_130,17630,130,-1.0
24598_43,24598,43,7.8439999999999985
13673_3,13673,3,3.625
13703_4,13703,4,-6.375
3932_7,3932,7,-0.938
24086_16,24086,16,5.562
22219_68,22219,68,3.562
38082_104,38082,104,-8.125
1156_6,1156,6,-3.938
19224_118,19224,118,-2.812
18870_58,18870,58,3.25
869_38,869,38,-9.562000000000001
32182_124,32182,124,5.562
16840_72,16840,72,-2.094
3520_111,3520,111,9.937999999999999
11812_2,11812,2,1.781
10070_8,10070,8,-6.7810000000000015
339_115,339,115,4.843999999999999
12444_112,12444,112,1.3119999999999998
15360_52,15360,52,2.625
6509_62,6509,62,-6.9060000000000015
10980_116,10980,116,3.906
25821_43,25821,43,9.906
33141_93,33141,93,9.375
30148_43,30148,43,3.375
14187_67,14187,67,1.625
37989_103,37989,103,1.531
23508_116,23508,116,1.875
27725_15,27725,15,-7.5939999999999985
32121_134,32121,134,1.188
5478_110,5478,110,3.094
32879_24,32879,24,-8.031
20322_120,20322,120,7.4060000000000015
28669_124,28669,124,2.094
30430_49,30430,49,2.781
37910_104,37910,104,9.719
17514_39,17514,39,0.9059999999999999
32381_111,32381,111,-3.062
38025_108,38025,108,8.781
9712_4,9712,4,-6.7810000000000015
37456_4,37456,4,-1.625
10679_73,10679,73,-0.7809999999999999
20589_116,20589,116,-1.094
30752_133,30752,133,0.7190000000000001
13012_25,13012,25,5.9060000000000015
2124_77,2124,77,0.031
10754_22,10754,22,8.531
11899_50,11899,50,-0.6559999999999999
15941_96,15941,96,4.7810000000000015
34772_49,34772,49,4.2810000000000015
27649_134,27649,134,3.406
13944_4,13944,4,-9.719
33949_5,33949,5,1.062
35287_96,35287,96,6.468999999999999
33768_44,33768,44,1.281
23894_121,23894,121,-6.468999999999999
30819_135,30819,135,7.5939999999999985
28249_9,28249,9,-5.0
3367_8,3367,8,3.688
19830_22,19830,22,5.5
14416_47,14416,47,3.531
32831_43,32831,43,2.844
39920_5,39920,5,0.375
39909_3,39909,3,3.531
14473_22,14473,22,9.656
2824_128,2824,128,-8.594
34597_129,34597,129,7.062
25844_123,25844,123,8.844
19751_29,19751,29,1.062
36152_25,36152,25,2.656
2128_96,2128,96,1.781
30048_15,30048,15,0.156
23745_128,23745,128,9.844
25119_99,25119,99,0.562
25381_88,25381,88,4.4060000000000015
18780_7,18780,7,-9.562000000000001
13595_119,13595,119,9.812000000000001
6460_66,6460,66,8.875
21204_107,21204,107,4.5310000000000015
5568_104,5568,104,9.187999999999999
9428_91,9428,91,-1.844
2645_5,2645,5,4.375
10759_59,10759,59,6.343999999999999
22995_92,22995,92,2.781
27829_3,27829,3,-8.344
40778_62,40778,62,2.031
9042_95,9042,95,8.219
7160_109,7160,109,2.094
23649_79,23649,79,9.687999999999999
28003_46,28003,46,2.375
20079_76,20079,76,7.4060000000000015
24306_113,24306,113,-6.375
36915_87,36915,87,0.531
26573_122,26573,122,8.469
20453_5,20453,5,-2.438
14126_94,14126,94,3.688
40476_100,40476,100,8.531
13581_117,13581,117,-1.25
30118_8,30118,8,-5.188
20865_48,20865,48,-3.031
32316_87,32316,87,3.719
15303_4,15303,4,0.094
18198_77,18198,77,-7.25
39558_118,39558,118,-3.625
25353_48,25353,48,-6.5
23678_38,23678,38,-3.781
30832_19,30832,19,5.688
27156_8,27156,8,1.9380000000000002
19147_20,19147,20,-6.7810000000000015
32981_96,32981,96,-0.25
31609_7,31609,7,-3.781
10721_79,10721,79,-0.938
16648_19,16648,19,6.6560000000000015
6118_77,6118,77,-4.938
30142_18,30142,18,1.719
842_122,842,122,9.5
16160_13,16160,13,9.125
36629_7,36629,7,-8.281
10582_26,10582,26,0.938
23915_96,23915,96,-2.031
6908_2,6908,2,-1.188
3810_117,3810,117,9.25
10333_55,10333,55,-4.0310000000000015
31296_9,31296,9,8.969
25997_45,25997,45,-0.21899999999999997
1609_84,1609,84,-9.781
28438_98,28438,98,-0.094
1244_76,1244,76,0.406
6123_59,6123,59,8.187999999999999
19989_62,19989,62,8.031
32537_26,32537,26,1.219
27533_109,27533,109,6.5310000000000015
912_45,912,45,-4.875
34075_104,34075,104,8.937999999999997
36271_19,36271,19,2.0
31869_5,31869,5,-4.625
36803_15,36803,15,-0.281
22686_40,22686,40,9.406
6109_13,6109,13,-3.281
373_94,373,94,6.4060000000000015
22716_88,22716,88,3.844
19577_56,19577,56,-1.5
20679_87,20679,87,0.9059999999999999
32783_84,32783,84,0.0
27637_95,27637,95,2.906
30073_131,30073,131,7.5
4575_117,4575,117,-0.406
7743_9,7743,9,5.4060000000000015
31400_84,31400,84,9.219
22956_7,22956,7,3.312
7136_7,7136,7,4.562
23008_109,23008,109,6.625
38650_96,38650,96,-4.375
17823_122,17823,122,0.812
7494_115,7494,115,4.562
19729_116,19729,116,2.125
14075_52,14075,52,2.188
830_16,830,16,-6.5
20923_118,20923,118,9.625
11676_111,11676,111,5.75
6696_3,6696,3,5.218999999999999
30153_120,30153,120,-3.094
26865_35,26865,35,3.031
32588_139,32588,139,6.593999999999999
12490_3,12490,3,-9.031
12348_4,12348,4,-4.093999999999999
14415_6,14415,6,-5.062
20566_115,20566,115,2.594
1527_45,1527,45,2.281
31747_37,31747,37,-0.75
22691_65,22691,65,-3.219
22834_65,22834,65,0.75
40273_11,40273,11,-8.344
30494_5,30494,5,-4.562
17078_135,17078,135,-1.9380000000000002
8460_24,8460,24,0.125
34215_116,34215,116,-0.5
9394_7,9394,7,9.719
4260_55,4260,55,6.438
2435_84,2435,84,3.656
38471_6,38471,6,-4.438
16133_25,16133,25,5.75
12130_62,12130,62,5.9060000000000015
15119_135,15119,135,5.688
11133_129,11133,129,5.4060000000000015
5658_95,5658,95,3.406
19404_7,19404,7,2.375
109_114,109,114,-9.844
34830_7,34830,7,-4.438
26852_28,26852,28,8.469
17784_35,17784,35,3.781
11870_73,11870,73,0.062
23632_22,23632,22,2.438
35189_135,35189,135,2.156
11758_119,11758,119,6.375
30938_8,30938,8,-9.625
21704_56,21704,56,4.5310000000000015
14301_104,14301,104,0.094
9425_111,9425,111,3.75
19282_36,19282,36,-1.469
26953_6,26953,6,-2.844
2922_95,2922,95,2.719
25273_8,25273,8,-0.25
32485_8,32485,8,3.5
39251_109,39251,109,5.625
9799_132,9799,132,9.531
31343_54,31343,54,-4.5310000000000015
17337_104,17337,104,0.344
3555_103,3555,103,-9.219
13335_117,13335,117,9.406
11396_94,11396,94,7.625
1833_67,1833,67,9.937999999999999
20341_66,20341,66,4.125
7653_103,7653,103,6.968999999999999
34566_109,34566,109,4.218999999999999
25573_82,25573,82,7.125
8448_59,8448,59,4.093999999999999
18064_118,18064,118,6.312
40123_6,40123,6,2.188
25265_104,25265,104,2.094
28634_4,28634,4,0.062
5802_39,5802,39,5.0
13949_28,13949,28,0.25
12880_96,12880,96,7.0310000000000015
16185_81,16185,81,8.937999999999997
13440_82,13440,82,9.406
7258_16,7258,16,1.5619999999999998
39641_36,39641,36,2.031
23380_36,23380,36,5.2810000000000015
29905_65,29905,65,-3.469
6003_80,6003,80,-2.906
9921_5,9921,5,-3.812
23048_6,23048,6,-2.188
29208_12,29208,12,5.5310000000000015
39648_38,39648,38,0.344
10940_77,10940,77,0.312
34078_127,34078,127,9.312000000000001
27385_6,27385,6,-6.312
37924_22,37924,22,9.594
21167_2,21167,2,9.375
37846_94,37846,94,-4.438
23951_105,23951,105,3.969
12598_109,12598,109,-1.031
15037_99,15037,99,1.406
9034_116,9034,116,7.0310000000000015
21048_124,21048,124,6.343999999999999
36830_5,36830,5,0.312
5145_101,5145,101,2.5
18238_129,18238,129,7.8439999999999985
37926_32,37926,32,-4.25
17737_43,17737,43,6.062
29582_120,29582,120,-3.812
10665_22,10665,22,5.593999999999999
30934_24,30934,24,-6.7810000000000015
12770_37,12770,37,2.5
20119_59,20119,59,-0.406
17762_9,17762,9,2.594
24050_86,24050,86,5.438
32853_22,32853,22,9.75
27261_135,27261,135,10.0
40158_9,40158,9,4.188
8503_3,8503,3,-1.75
12032_66,12032,66,7.688
27368_79,27368,79,8.656
5358_43,5358,43,2.688
16350_52,16350,52,7.2189999999999985
40420_139,40420,139,5.062
4023_98,4023,98,0.9059999999999999
18971_6,18971,6,3.875
34776_110,34776,110,-7.25
23354_119,23354,119,-2.281
36955_104,36955,104,4.75
10940_87,10940,87,2.531
33679_111,33679,111,1.875
32989_37,32989,37,2.188
2420_34,2420,34,-4.938
29372_18,29372,18,7.375
32645_104,32645,104,5.812
27974_128,27974,128,3.5
13937_26,13937,26,9.031
39101_8,39101,8,-5.968999999999999
25267_125,25267,125,8.625
3263_40,3263,40,7.562
27972_56,27972,56,3.062
10344_7,10344,7,-5.75
9841_109,9841,109,8.469
29905_122,29905,122,8.875
4830_3,4830,3,-3.906
26565_6,26565,6,1.625
2127_85,2127,85,-9.062000000000001
11042_123,11042,123,1.0
10715_58,10715,58,9.906
18170_22,18170,22,9.937999999999999
19549_91,19549,91,-1.3119999999999998
29999_44,29999,44,3.875
22890_105,22890,105,7.0
18011_6,18011,6,0.562
10126_46,10126,46,9.531
18729_8,18729,8,4.625
33946_39,33946,39,1.0
11194_123,11194,123,-0.594
23963_138,23963,138,7.1560000000000015
22857_134,22857,134,8.062000000000001
10367_109,10367,109,6.625
29524_46,29524,46,-4.0310000000000015
20768_7,20768,7,-4.2810000000000015
5725_43,5725,43,1.25
36082_16,36082,16,1.25
25166_58,25166,58,4.5
5574_109,5574,109,5.062
35439_119,35439,119,8.219
31620_32,31620,32,2.562
24819_103,24819,103,-9.781
15085_2,15085,2,-3.812
9560_56,9560,56,2.5
1658_86,1658,86,-3.875
32716_58,32716,58,5.625
3064_2,3064,2,-2.25
29759_43,29759,43,2.188
33476_117,33476,117,-0.9690000000000001
25484_118,25484,118,-9.562000000000001
17021_43,17021,43,3.062
31518_93,31518,93,4.312
35445_54,35445,54,9.969
13825_125,13825,125,5.9060000000000015
23310_6,23310,6,1.375
1166_88,1166,88,-8.906
31923_65,31923,65,-5.0
32587_139,32587,139,-3.531
26364_32,26364,32,5.0
30428_80,30428,80,7.312
36376_124,36376,124,0.688
27469_2,27469,2,-5.688
19369_40,19369,40,1.406
25648_84,25648,84,1.375
21477_117,21477,117,2.375
13953_3,13953,3,1.6880000000000002
94_36,94,36,-0.875
1786_74,1786,74,-8.656
39827_8,39827,8,-8.094
2921_7,2921,7,7.0310000000000015
6864_84,6864,84,3.812
12498_88,12498,88,5.343999999999999
30796_71,30796,71,-4.1560000000000015
21341_37,21341,37,3.375
384_37,384,37,8.875
38818_116,38818,116,9.406
31860_117,31860,117,-3.812
26879_6,26879,6,-2.938
5397_44,5397,44,9.969
10680_83,10680,83,0.406
18252_4,18252,4,-5.968999999999999
38602_59,38602,59,6.7810000000000015
12607_123,12607,123,5.6560000000000015
1676_122,1676,122,3.719
18115_124,18115,124,7.9060000000000015
38394_8,38394,8,8.406
1253_138,1253,138,0.094
29729_60,29729,60,-9.687999999999999
4955_66,4955,66,4.75
14929_96,14929,96,6.312
25400_68,25400,68,0.344
25654_71,25654,71,8.062000000000001
39719_100,39719,100,3.438
9368_119,9368,119,8.875
1995_104,1995,104,7.5939999999999985
16443_5,16443,5,5.688
18280_89,18280,89,-9.562000000000001
11234_22,11234,22,0.688
34995_111,34995,111,2.594
28162_124,28162,124,4.062
28878_115,28878,115,3.094
16587_8,16587,8,-0.812
35607_107,35607,107,1.375
36053_58,36053,58,5.188
16128_8,16128,8,-2.25
315_55,315,55,0.188
23127_2,23127,2,-9.281
35707_67,35707,67,4.0310000000000015
22590_6,22590,6,-1.375
36696_95,36696,95,-0.344
1036_97,1036,97,8.0
22264_108,22264,108,2.562
35445_36,35445,36,9.875
19456_6,19456,6,6.25
15663_115,15663,115,4.1560000000000015
40391_79,40391,79,3.719
8182_105,8182,105,-3.5
19548_44,19548,44,4.6560000000000015
5825_60,5825,60,0.375
29640_49,29640,49,4.125
10565_8,10565,8,-3.156
10520_117,10520,117,6.375
27118_88,27118,88,7.4689999999999985
20957_8,20957,8,0.031
12117_46,12117,46,-7.7189999999999985
35104_129,35104,129,2.75
34177_131,34177,131,0.9690000000000001
30531_124,30531,124,-9.719
20517_85,20517,85,1.8119999999999998
11232_128,11232,128,-8.562000000000001
31345_99,31345,99,9.844
18480_128,18480,128,-9.25
31793_104,31793,104,7.562
31024_25,31024,25,-2.594
18826_40,18826,40,9.875
37385_2,37385,2,5.062
12197_35,12197,35,-0.7809999999999999
24851_7,24851,7,-6.968999999999999
13620_76,13620,76,6.343999999999999
17508_25,17508,25,5.5
32398_5,32398,5,-5.688
12659_88,12659,88,0.125
24984_79,24984,79,2.375
33467_133,33467,133,6.343999999999999
3707_101,3707,101,-1.062
37166_110,37166,110,-8.937999999999997
7994_120,7994,120,6.843999999999999
29881_44,29881,44,3.5
9389_4,9389,4,-5.812
26045_55,26045,55,9.687999999999999
32487_55,32487,55,-0.625
5161_112,5161,112,9.687999999999999
39852_56,39852,56,5.062
27327_36,27327,36,2.188
9126_110,9126,110,9.906
32667_96,32667,96,6.4060000000000015
37430_66,37430,66,1.25
23260_40,23260,40,8.312000000000001
18830_128,18830,128,-1.281
21314_22,21314,22,2.094
27203_58,27203,58,2.344
1583_93,1583,93,1.9380000000000002
27731_101,27731,101,3.375
4008_79,4008,79,1.406
39132_25,39132,25,-0.562
18703_2,18703,2,2.656
26806_71,26806,71,-7.188
40411_128,40411,128,-4.562
27565_61,27565,61,6.4060000000000015
23001_22,23001,22,1.0
20389_3,20389,3,0.875
5057_43,5057,43,9.875
14109_123,14109,123,-3.156
40615_59,40615,59,7.4060000000000015
24609_77,24609,77,-0.094
10782_109,10782,109,7.5939999999999985
18899_119,18899,119,2.312
25951_6,25951,6,1.594
13245_121,13245,121,3.594
3263_5,3263,5,-1.656
28376_52,28376,52,0.094
21294_6,21294,6,7.0
17160_78,17160,78,3.656
38365_64,38365,64,8.219
20863_93,20863,93,-3.5
11888_44,11888,44,-6.2810000000000015
14479_55,14479,55,-1.062
3321_55,3321,55,-6.25
25266_2,25266,2,1.469
1801_94,1801,94,7.7810000000000015
14047_71,14047,71,-9.875
20180_79,20180,79,-3.094
19093_12,19093,12,2.969
11827_102,11827,102,-3.156
16617_112,16617,112,-1.6880000000000002
10927_2,10927,2,1.594
33254_66,33254,66,1.5
23023_94,23023,94,5.5310000000000015
38373_112,38373,112,9.687999999999999
17898_28,17898,28,-1.125
4027_2,4027,2,0.062
10437_8,10437,8,1.156
11581_79,11581,79,5.343999999999999
17652_121,17652,121,-1.219
1432_139,1432,139,7.125
19048_35,19048,35,2.438
21079_86,21079,86,-2.688
4280_119,4280,119,0.7190000000000001
29719_7,29719,7,3.844
