"X","Weight"
796,43.0001424928781
797,56.5317386069617
798,31.0222710380194
799,50.641938433289
800,54.8218946304844
801,45.0849046155363
802,45.1821302387165
803,56.2013879446798
804,38.6797803448916
805,60.5753015459049
806,53.4894068179299
807,71.9170811629946
808,56.3348121315042
809,54.5428832329178
810,39.2807981267433
811,52.387151236501
812,51.590173549009
813,51.4835327841014
814,63.1057418623816
815,39.9095265459478
816,29.6696472053332
817,52.8854128534051
818,51.3118072882644
819,56.8135765984341
820,50.8589899883956
821,58.2903083169169
822,56.7959611167658
823,66.0355572976338
824,48.4511997910307
825,63.1350040155366
826,29.4681441736359
827,64.8637398651599
828,60.6781584442293
829,49.6684922707385
830,40.8660002050273
831,43.0039532052163
832,47.7437341952648
833,37.8564499968606
834,56.6967904787042
835,45.6231359755199
836,62.8436413692936
837,64.4240894665618
838,47.4201448580621
839,44.58241586998
840,30.7869328453444
841,48.3266551483245
842,41.4159531793082
843,49.5081523125231
844,58.5904583296059
845,38.248493603408
846,47.0100008847624
847,51.1214062421734
848,62.8254134883317
849,58.1045946386898
850,67.3701320647802
851,68.4858987559246
852,43.7488930185649
853,61.0721696696655
854,31.2235234877666
855,51.1314905974688
856,64.6020456062822
857,54.1729730387822
858,47.5145810387512
859,61.9327389609292
860,59.6793320025457
861,31.0024045085323
862,70.562445337124
863,54.7442245465031
864,63.8973158089822
865,62.1745222816596
866,41.5277255319782
867,37.704377198673
868,49.0443554399007
869,70.8804390133067
870,49.8448988959703
871,70.6700638862146
872,48.1276750168192
873,42.0136353545661
874,41.9702373353625
875,51.951711332154
876,48.3643653700138
877,53.4343055820828
878,42.0847394233707
879,39.2031247817121
880,33.8458439201217
881,49.5274419006553
882,50.7111932614002
883,68.1765929092784
884,42.8950560177827
885,40.2993765708558
886,65.2986035006174
887,49.0890344026256
888,41.7578937260253
889,49.995777105295
890,47.1005375886811
891,44.3811894697931
892,33.1277248474464
893,42.8943194259796
894,62.2563692367185
895,52.2320399456071
896,54.9916329745834
897,63.782520559185
898,49.9031890164381
899,62.622345707326
900,52.1137873162093
901,43.2049798414113
902,13.2659952157587
903,43.6441134232414
904,30.4225007153337
905,54.1434338526884
906,58.0499202748295
907,60.0759132766559
908,51.5373567723375
909,46.8926478226055
910,59.727236042728
911,62.3255807370378
912,52.1253013356503
913,55.1160817404099
914,59.9652656742817
915,45.2812618813326
916,55.9066836178578
917,46.558872986562
918,47.9479228961663
919,61.579891369081
920,56.9062385019412
921,58.8547470093084
922,59.9576512954515
923,55.9851573519052
924,39.6576358035309
925,56.3209840524433
926,47.9886098661273
927,43.352484242892
928,30.6524478529936
929,39.2539543471359
930,34.588207507106
931,48.816675999466
932,62.2427530358344
933,54.2031015745295
934,62.6654995519763
935,66.1033026656673
936,55.5628431488625
937,62.3366845048227
938,48.0619604512823
939,51.3090345206083
940,43.6593941499335
941,55.0778106489074
942,32.2717450733027
943,53.1877746151079
944,40.5090221677875
945,54.5520917473272
946,82.2763850966828
947,61.1714888522366
948,36.4574365520916
949,62.6916567525011
950,50.9071786302702
951,66.3126833501064
952,44.7188174869955
953,45.76349803258
954,56.2250672163562
955,42.2349951525817
956,64.3236814894359
957,44.7049874746413
958,61.5333573546382
959,68.5894274268638
960,61.6342017630763
961,51.7698539044049
962,56.0320341924546
963,51.5232617595889
964,66.1773727986543
965,56.1816063411364
966,29.9633551911375
967,57.486592563447
968,64.2164376806741
969,55.1825907626605
970,57.3091195411619
971,41.7925134371757
972,41.4364009079998
973,44.8934381331311
974,40.8770632488213
975,40.5235601739237
976,46.2134132898638
977,47.9306366928534
978,44.5900402580348
979,34.9440293382594
980,49.2217860858737
981,48.5189409033365
982,55.1030049630379
983,36.532162134402
984,61.0472082746444
985,45.2871714801926
986,55.8965480354067
987,51.3172080588113
988,60.0034877522518
989,50.6530698608389
990,37.4941268927495
991,65.6170633113019
992,51.1742846727878
993,32.4783119875786
994,53.1240067474898
995,62.3340739146599
996,43.5117383594347
997,63.4638065502301
998,51.8131985383592
999,55.2250634013697
1000,58.3814875431447
1001,49.7629100546681
1002,37.066711382323
1003,43.4567455630695
1004,48.3353553735535
1005,56.8629649813424
1006,39.3526932375625
1007,45.7530799202407
1008,64.1740697346406
1009,40.5133708486414
1010,51.3227966574543
1011,61.6639921384554
1012,61.9020536583705
1013,41.5256814354893
1014,24.4836680354032
1015,50.3487147091317
1016,57.6903193867555
1017,45.4412779400533
1018,42.7863704020343
1019,59.4428750715852
1020,62.0560237366413
1021,57.1740723664368
1022,48.1802793962938
1023,75.5904139595052
1024,69.2079797288207
1025,40.0040073251927
1026,58.1229958777892
1027,51.3735209742164
1028,50.1956847919285
1029,53.2314426344085
1030,65.7117814560042
1031,36.2159563744805
1032,37.7844022541327
1033,59.1154376987632
1034,49.387275534339
1035,78.5785860805697
1036,59.2550253655243
1037,57.1008703415078
1038,40.5037796702866
1039,53.1769826621803
1040,47.5332716516058
1041,50.0104059963033
1042,51.5965954578297
1043,52.3572922695849
1044,60.8087663690491
1045,42.4873047726341
1046,42.9419417265879
1047,49.4065956933067
1048,74.711960128953
1049,37.9537687054205
1050,64.3862753972252
1051,55.8521209910425
1052,54.6335783051429
1053,58.8806024953006
1054,33.904464933391
1055,53.7987018598511
1056,44.5884986839826
1057,35.2880538660132
1058,49.2855134376217
1059,57.7757380223198
1060,60.2060354691022
1061,46.2758613448226
1062,53.0090429620948
1063,58.7420388904424
1064,72.4711834399729
1065,31.675766998643
1066,55.3362127871514
1067,53.5623868614445
1068,48.5011149333806
1069,67.2767901548397
1070,43.1951081399109
1071,41.9263359034966
1072,57.7078208309981
1073,53.2426398859084
1074,44.6240067091687
1075,45.0977840302663
1076,57.263256096616
1077,37.8808091794507
1078,43.6427038683548
1079,53.0217206494551
1080,52.2541132933134
1081,49.5275599297863
1082,68.2348611557642
1083,59.4700010929966
1084,60.5526403154465
1085,48.7381516147061
1086,69.4784055521262
1087,63.5129522229384
1088,55.3742057133215
1089,47.8883842969465
1090,57.2576410243925
1091,35.8624337933207
1092,39.5627228688163
1093,51.9288098260369
1094,55.2173377614154
1095,59.0940826270888
1096,56.3055834909508
1097,58.2274776626143
1098,41.2154181800381
1099,51.9547177977623
1100,47.0101660840376
1101,44.6775151884077
1102,64.877804755444
1103,42.2293493116561
1104,66.09316408332
1105,48.4687288817576
1106,49.9685958536539
1107,51.8734040884332
1108,54.8724897257841
1109,60.4885186172834
1110,47.8145120501052
1111,39.0418576937784
1112,56.9141712461851
1113,56.3073655412907
1114,51.2943336820412
1115,40.6279046729524
1116,59.5521557944354
1117,49.2769601676982
1118,64.4176844469618
1119,47.2339142038048
1120,42.5280096248132
1121,70.7791068557842
1122,55.5199467981432
1123,36.0518513574529
1124,60.0226597643256
1125,53.60668976385
1126,73.9047807479018
1127,54.3104855734401
1128,57.8008847683155
1129,36.1971983517042
1130,53.3139945924375
1131,49.2875525205706
1132,49.4788750556689
1133,62.6917622906395
1134,48.5117817976721
1135,56.4925820133708
1136,63.2898438578417
1137,43.6293771346054
1138,57.4314656027955
1139,54.6759909111836
1140,52.5881680146337
1141,59.8785607818937
1142,31.8628450841624
1143,64.6192581941064
1144,51.3748593136203
1145,45.7553931333106
1146,57.6364695522453
1147,51.8490015743645
1148,68.3692132188781
1149,57.0895737703901
1150,81.2220682636139
1151,46.5130637536721
1152,55.7493626961682
1153,59.7016387796182
1154,58.1427201653465
1155,42.2458071695432
1156,52.611501288365
1157,60.6390172290465
1158,36.2571428975386
1159,39.4575101615471
1160,42.5150272490832
1161,56.885675996207
1162,66.3011710814504
1163,42.4308178326934
1164,60.7141121497216
1165,49.8993198301885
1166,47.6419928389005
1167,56.155748837347
1168,52.7579154365521
1169,52.2695573345193
1170,52.8501520891287
1171,61.1460401183515
1172,58.768475738846
1173,46.9785878327913
1174,59.3171045364079
1175,46.1961494223643
1176,35.6933296682973
1177,57.1980075398053
1178,53.2527566782801
1179,43.1438964917141
1180,35.7321476306047
1181,65.6342205599166
1182,45.6582337401007
1183,50.6405949728352
1184,64.3534866235328
1185,53.3439033999096
1186,47.5891123105558
1187,60.8337372851765
1188,36.7566433540047
1189,38.1869829094054
1190,53.8979669276308
1191,37.5680641703763
1192,43.5649176997773
1193,34.1194584570906
1194,55.0844277247723
1195,64.2955520102364
1196,28.3966249769248
1197,54.991412053567
1198,54.7238034712696
1199,54.5981349240264
1200,56.0267723773328
1201,51.5079722003019
1202,37.6452953604454
1203,66.6938120414288
1204,46.6160343875671
1205,57.1558187536562
1206,55.7305590971546
1207,63.7166282047279
1208,63.7961269571385
1209,57.7563319783211
1210,46.7182170501398
1211,57.8041963829138
1212,33.8929399570822
1213,53.2435203871261
1214,43.7281858682287
1215,67.9694591258364
1216,64.8267468396454
1217,34.6530826166422
1218,45.7669145721237
1219,51.9207147215412
1220,30.7820632570998
1221,84.3657481575489
1222,58.9391200193832
1223,48.8866429490704
1224,56.5578388562515
1225,34.579032111404
1226,71.5624353787727
1227,51.8665443158705
1228,48.8624708895243
1229,69.5065242432382
1230,60.0527623566965
1231,59.8856592936093
1232,58.80783746108
1233,55.6299471696372
1234,47.9018594258217
1235,38.1705438038547
1236,61.7518621136622
1237,55.156444413599
1238,34.1750272876979
1239,63.2622676766745
1240,73.0109078047449
1241,64.6035484254121
1242,72.2661495577175
1243,22.8425027318249
1244,66.3336162191221
1245,41.2378181210649
1246,50.802029572373
1247,57.2412907431837
1248,48.8241911765261
1249,42.558612137023
1250,47.2495563044843
1251,69.6245778173505
1252,55.4421565276566
1253,40.9929627464469
1254,58.8676880743164
1255,63.1655385611351
1256,36.077135367009
1257,28.9961467008458
1258,65.3419067750928
1259,60.9591331355239
1260,49.6734902590425
1261,40.6434045914437
1262,45.7840231304606
1263,56.5087070975074
1264,54.8716064017334
1265,59.4657136005378
1266,51.1697368141694
1267,46.6593958785431
1268,51.480797695919
1269,58.4277308121573
1270,42.2657203048586
1271,45.6681292923033
1272,69.4298295336846
1273,51.6322219372786
1274,70.0629816212742
1275,40.5989585868021
1276,63.4981440624256
1277,66.6855575675791
1278,51.3083843852705
1279,47.0998206165915
1280,52.1500385986868
1281,47.2181759257626
1282,57.6397827763599
1283,47.2330005693349
1284,41.1545736575121
1285,47.0280456482469
1286,37.2182739562945
1287,29.5212899363122
1288,37.0543496291672
1289,61.1773657344141
1290,62.6308009247655
1291,46.3770223851471
1292,59.9690250938837
1293,49.6181520149323
1294,60.3662989752984
1295,71.0367021940903
1296,57.3186044436925
1297,67.8856275154232
1298,43.5264592883664
1299,52.0413527382303
1300,45.497489277281
1301,42.853886361564
1302,28.5992480409638
1303,53.6492330116424
1304,37.466304647724
1305,64.405295360458
1306,34.3777682342434
1307,64.042011743402
1308,45.3522160123231
1309,70.823679030868
1310,84.0383509676565
1311,67.3843216016191
1312,62.1043511122247
1313,51.3038957967035
1314,40.0421995227803
1315,56.5274209531449
1316,43.905479153623
1317,35.0650345662926
1318,58.0760351096626
1319,69.9933258200252
1320,20.7995583251947
1321,50.5411135417833
1322,51.3094754158415
1323,37.355389724028
1324,54.3809409861921
1325,68.1971726939205
1326,57.7227672721639
1327,63.902404813713
1328,68.1958943746732
1329,40.8769276444849
1330,59.1559962766132
1331,61.0588677419732
1332,70.9452511498012
1333,65.4579024180734
1334,56.5358112084639
1335,51.340491683699
1336,44.8000540960894
1337,53.7437514325345
1338,35.2532422610003
1339,66.3955974250325
1340,75.2336591461929
1341,37.1406606957827
1342,45.7065638066616
1343,30.1419444370215
1344,41.7332098429173
1345,25.1634371481857
1346,53.0208463451835
1347,55.6031162524926
1348,71.8216977943688
1349,55.6859699155014
1350,40.3162004343267
1351,61.6713547236162
1352,64.0843270161079
1353,47.1274440745288
1354,56.4502430097963
1355,66.6126094340031
1356,60.728024796579
1357,54.6816154928769
1358,45.1047434695821
1359,49.0918065583895
1360,38.2483239240047
1361,50.447800166571
1362,58.939484609849
1363,42.1554338962413
1364,44.2274018464195
1365,44.8039189271562
1366,74.8353879352597
1367,50.0931170689449
1368,53.8192778316107
1369,46.1750239433024
1370,60.6298926083796
1371,59.3619607430066
1372,34.9157493739878
1373,32.7984836263674
