"X","Salary"
499,3740.02545987578
500,4537.92699442482
501,3045.42854660295
502,2144.86272462735
503,2098.75322975815
504,2581.90154024612
505,1725.67576509291
506,2142.11944291721
507,2943.58370685952
508,2386.2872793093
509,3449.74277069167
510,4328.39452747372
511,1448.10967413304
512,4214.19494950494
513,1510.70335865814
514,3287.19926668194
515,1547.4326000968
516,3348.36794537322
517,3676.60481116851
518,3132.32417012995
519,1685.55004820556
520,3165.42692386223
521,2837.90698828505
522,2496.80796875768
523,3049.06079003457
524,1871.51851134658
525,2246.38155500035
526,2911.97110825028
527,1877.16518214993
528,2965.39690228837
529,1933.73368321741
530,2347.33260825504
531,2051.17077843697
532,3957.81255664417
533,2855.90942476283
534,5487.666442644
535,2520.5030605703
536,1541.30922961159
537,1998.86434188887
538,2437.14566882991
539,4131.83287768606
540,2982.4244243634
541,2807.01127029153
542,4026.94240049703
543,2144.95601214084
544,2904.99829028853
545,6151.32811408822
546,11682.0785887986
547,2966.20152889594
548,2212.18868024014
549,2868.46570811924
550,3164.42005899677
551,1874.91852377325
552,1906.51017563425
553,6681.32625837735
554,2965.0351980886
555,4620.32422296377
556,3974.20086819062
557,1664.83482780163
558,1829.94836667958
559,2802.32298427774
560,1889.33577377963
561,2447.16862448874
562,4295.93573924895
563,2266.58330122322
564,3742.35641467408
565,2042.5301001163
566,2197.17034611359
567,2310.28489017214
568,2004.59645365599
569,3948.18525240663
570,2397.84508560296
571,1659.1313335566
572,6105.00410023848
573,2666.4061024258
574,3938.82082177023
575,2832.14937150513
576,3176.26763830929
577,1585.03588953813
578,3442.84920497071
579,2075.17719127172
580,4910.74215800991
581,4362.38047846344
582,1902.11994265411
583,2050.74552982589
584,1955.47668847525
585,1447.50014559949
586,2168.33631651554
587,3195.52501388045
588,4239.24180643974
589,1787.39943142419
590,1974.33452702774
591,3590.89146942267
592,3240.11119184201
593,2115.90739198497
594,1699.62474539671
595,1762.66028309603
596,2919.31398594308
597,3558.71498201025
598,1683.57391921755
599,2962.59818257906
600,2061.30718581084
601,2726.15975403478
602,2714.97251186178
603,3555.0460602114
604,2387.34176873431
605,1912.89626863408
606,2382.77921118752
607,2580.5411930587
608,1765.57734909983
609,2247.19095376354
610,1909.68620699244
611,2620.48863400276
612,5054.46352850849
613,2071.60786871755
614,1579.26450653109
615,2305.48459717709
616,1715.26039793686
617,3417.72861400859
618,2753.07548295574
619,3002.56287341466
620,3547.3852258877
621,2108.66315784156
622,4239.49059845027
623,2104.25079624753
624,4430.66274819481
625,2232.01873756316
626,3454.90207791964
627,3267.25120678859
628,4111.51194613882
629,3026.47857987146
630,2306.18304131792
631,1943.79944505219
632,2287.64421981921
633,1445.96375561857
634,1546.62318244094
635,2198.85128882037
636,2044.82737972674
637,4850.6856315344
638,2794.98834965313
639,1623.4294894089
640,3195.31868236146
641,1952.03191992541
642,2041.56965941659
643,2883.57034928091
644,4180.70752320428
645,2182.39170117036
646,2744.43813801132
647,2243.6446737
648,1513.94151075567
649,1980.38493282886
650,3622.85001220897
651,1976.44769894235
652,3409.78508880021
653,1723.00883392577
654,2451.55438138142
655,2479.98936704685
656,1899.61868685301
657,6393.9755294749
658,2037.51402345112
659,3879.02565513957
660,2722.87942974125
661,3430.61764912138
662,1830.01745588885
663,2573.83935449741
664,2264.99015433449
665,3332.48459885176
666,3639.57114809887
667,1650.93433904687
668,1670.33505840099
669,3129.91537589139
670,1775.87654653162
671,2712.85003650357
672,2396.64502217513
673,2438.01487045298
674,1508.99422671327
675,4254.35339500924
676,2455.04883529337
677,4043.18113612844
678,1551.14821090726
679,1526.06592025401
680,2399.45296982502
681,2000.81031025371
682,3393.64700308419
683,1988.03436580768
684,4069.01439038551
685,3644.25788395861
686,2435.51065020772
687,6510.17439568485
688,1878.66820589436
689,2548.94603934389
690,2857.33988158726
691,2577.25652832243
692,2652.80505882224
693,3837.26722221604
694,4512.27218197195
695,3702.247318478
696,1794.34357470794
697,2608.13491798589
698,2519.79269999363
699,6314.16885606797
700,1448.06994203604
701,4186.37411571465
702,2955.71952016704
703,4348.11270380648
704,5618.81185007635
705,2052.1791205044
706,2585.86349994252
707,2392.79580432366
708,2099.1492233335
709,2157.14421875134
710,1856.18222667026
711,2206.41947240596
712,9455.45128043731
713,5017.61376920351
714,4874.05766979851
715,4007.63606372376
716,2879.15841839991
717,2674.03402364358
718,2671.98350427074
719,2266.45852356247
720,2712.74564663015
721,2011.52370192598
722,6484.55899843752
723,2946.60997243868
724,2659.08633429459
725,2279.19113372004
726,2089.40214998415
727,2774.503302106
728,2788.82046593221
729,5271.38046918092
730,2491.27945325654
731,2937.53669528353
732,1742.62025445341
733,1615.37241102385
734,2022.43306267859
735,2880.54939521726
736,2777.8384715244
737,2612.76242103232
738,3391.93805051236
739,2209.23574740625
740,3888.12950727457
741,2598.10803435959
742,3689.13513434782
743,2200.57602194553
744,1400.26385928798
745,1918.03634895057
746,2034.44426926264
747,3774.39893903781
748,1314.10945553621
749,2552.80503023664
750,1996.26001614085
751,2049.57246991069
752,4598.95879841704
753,2929.44989736048
754,2157.62074716492
755,2931.45238765172
756,6384.34473657631
757,3368.35624838087
758,3365.55653010536
759,2924.59544037905
760,1654.39353151813
761,1897.92001786411
762,3919.6104122251
763,1793.68882989333
764,1240.05963345605
765,3067.37134430108
766,1668.36543908577
767,1844.80891304482
768,2330.60454373625
769,3579.28383108177
770,1596.89816522025
771,2412.68791793487
772,2969.53008384226
773,2159.70183934915
774,2539.94031752017
775,2920.21912873995
776,2676.19352105617
777,1792.01343791834
778,2439.11692238012
779,3823.75973522375
780,3793.21892907444
781,1654.22538340929
782,2248.21371059523
783,3040.90452937923
784,2457.3090592366
785,2907.03529725546
786,2517.14132303171
787,1827.88202400106
788,3923.15854560289
789,2574.19211956314
790,1976.0912556267
791,4555.36798854687
792,2462.79620309773
793,2404.23903025425
794,3922.21396650935
795,3214.43411402601
796,2432.12505422545
797,2201.86178471243
798,2279.96383939928
799,2672.16981525104
800,2513.9832066247
801,2359.57754213534
802,1701.7828917959
803,4214.60498849876
804,4142.30233156765
805,2567.02298480283
806,2367.67595962546
807,4149.29617709698
808,1570.67327818766
809,1582.19787525669
810,1649.7784715971
811,3157.50024247748
812,2988.61208040723
813,1671.44305056408
814,2535.30410153055
815,2003.43629580649
816,1593.17442853249
817,2859.64058348293
818,2324.71974335323
819,1723.98832700507
820,3846.93834055547
821,3003.90009275609
822,2626.30142562212
823,2127.02208212447
824,2239.11408566673
825,1838.075986995
826,1848.49424834187
827,1697.02867381582
828,2440.39901269806
829,2125.21568897537
830,2648.95546718709
831,2970.21822588045
832,3356.3730187558
833,2687.78404649341
834,3978.18050059851
835,3727.04332267479
836,2410.96882521658
837,3405.27031759158
838,2656.97295100107
839,3810.9492399721
840,1936.6494900005
841,1719.41247410247
842,4686.78477183662
843,1183.70555293792
844,3233.37058461742
845,4065.87282042148
846,4149.03757860456
847,3119.53797748958
848,4224.68069678756
849,2863.89957899136
850,5010.31908690924
851,2831.70837430714
852,1779.21821647247
853,2334.45296436241
854,2299.95124957926
855,2771.10512478219
856,2083.71267763089
857,4809.34690469897
858,1663.36549236752
859,1582.89012354228
860,2712.80966916865
861,1959.53441240363
862,2703.24667443637
863,2776.82367482785
864,2241.48350089054
865,2512.49619072043
866,2457.15869060923
867,3180.0726520111
868,2987.35707315859
869,3138.54617185116
870,2736.10016850517
871,2005.2505280954
872,2109.18731810632
873,7817.3504024166
874,1815.5372426027
875,1850.08523299232
876,2564.29600561137
877,2438.66717173618
878,2091.70301159218
879,2278.94745096067
880,2280.84702203394
881,1566.72245264896
882,2496.81012959906
883,3374.964139292
884,2115.58834475373
885,2398.3118256927
886,3329.18018194552
887,1929.76822454553
888,2340.14086055487
889,2113.95921977643
890,2581.12183257293
891,2636.34067280887
892,3103.93614466804
893,2510.70325796022
894,1396.97541966321
895,1308.98722959214
896,5621.11915507792
897,4964.53805149368
898,2647.58407721325
899,2863.97909328681
900,1828.0727761634
901,1797.11895793387
902,2268.86902267707
903,3224.25042138622
904,2749.59686754664
905,4644.66387052908
906,3654.00171542099
907,3640.27992903964
908,6322.23580058296
909,2580.42427443061
910,4545.56214512771
911,1484.06582947145
912,2692.25204090051
913,2484.88990934977
914,2385.41990315933
915,3847.97149787624
916,1887.96783226728
917,2108.520995747
918,2642.28205732085
919,3715.7065359356
920,2005.38434232259
921,5701.79444677977
922,2284.25974579538
923,2890.63235214738
924,2299.53529806287
925,2599.30867829784
926,4283.45662581818
927,1948.47874457627
928,2923.88609834795
929,2042.6924896563
930,3975.72190944072
931,2799.53393117971
932,2227.11959132061
933,4119.19714367827
934,1779.24829061706
935,2391.6099526766
936,4557.0511701365
937,2136.23368957335
938,5016.50945285185
939,3306.6814960656
940,2686.29671201204
941,2598.79577065443
942,2446.54599639402
943,1327.34082890006
944,2067.50583970387
945,3804.32949499908
946,1951.22441296509
947,2558.61500444661
948,2339.65116811347
949,3987.11044821956
950,2466.90239568887
951,2837.85753280187
952,3113.33261839436
953,2227.75762410833
954,2939.84683408473
955,2114.05464597566
956,2790.10502547368
957,1963.07644911145
958,2478.26452405539
959,3839.94792881631
960,1790.89111690146
961,3274.45967800584
962,2345.19679978198
963,6813.77415328122
964,1492.56351148073
965,1872.41513050699
966,2172.36438738609
967,2916.14352553081
968,3319.23588273197
969,2649.64467306103
970,2061.37976254482
971,3092.53949017811
972,2164.84872233624
973,2502.68889196503
974,3419.10472569606
975,1491.10608346726
976,2124.89234528298
977,2325.47267577959
978,4527.2736455356
979,2121.23861940566
980,3410.7555704881
981,6006.19037075178
982,3188.10359403983
983,1723.8645226348
984,2205.03016503081
985,1767.89724696854
986,3621.96916311489
987,2194.3341634556
988,3030.13472353193
989,1552.33966218712
990,2848.59510119672
991,3513.79894120009
992,1828.12460710495
993,2487.16876934747
994,2980.69268406619
995,1658.69276313969
996,2453.05006267888
997,2636.67959646306
998,2631.90698106818
999,3510.7307278083
1000,2855.43894887154
1001,1712.26529008926
1002,3658.80246300967
1003,2226.1891378914
1004,2708.25859088459
1005,2111.17176324857
1006,3148.80569129895
1007,2328.35262830499
1008,3361.74537080918
1009,1494.5162911748
1010,2825.90149822382
1011,1795.54832524236
1012,1820.78219409555
1013,3522.02479727112
1014,1681.48327540413
1015,3543.8635676843
1016,1699.99838120071
1017,2020.57288231414
1018,2889.55742128999
1019,2689.67842353228
1020,1606.55830368584
1021,2629.08581670512
1022,2701.39694010575
1023,3117.7690704488
1024,2664.29661565814
1025,1653.95430037479
1026,2537.26716401543
1027,2442.77501802508
1028,4950.84511054325
1029,1976.96181881851
1030,2895.73122150691
1031,1739.42571538854
1032,2261.03068364759
1033,2543.14593791769
1034,1615.2053470042
1035,2282.11350519684
1036,1412.00576051912
1037,2138.25380611629
1038,2124.2328476237
1039,2159.42263482712
1040,2421.39264718086
1041,4064.3179999179
1042,2166.76429384987
1043,2415.02544125939
1044,1475.16220209008
1045,2072.31416533353
1046,3227.95084705566
1047,1992.71319774809
1048,2818.54722908736
1049,4380.03357862796
1050,2164.51941632242
1051,2429.93594946517
1052,2581.97501748823
1053,1769.68493186507
1054,2545.60201735128
1055,1869.92882908101
1056,4163.76271104135
1057,1850.52241207481
1058,3042.93208882036
1059,1890.74853241542
1060,1847.87704160833
1061,2036.3231455103
1062,1801.64484450166
1063,2536.12931278504
1064,2169.40895103745
1065,1933.65484383101
1066,3280.83435827397
1067,3361.78814069101
1068,1645.83905898747
1069,3175.78814901502
1070,2269.34697891641
1071,1824.25715326522
1072,3613.61238786212
1073,3019.60194039351
1074,1619.90890404246
1075,3146.78861683048
1076,1952.15980727834
1077,1781.0724726449
1078,3081.05654469733
1079,3218.9770980932
1080,2234.17783011967
1081,3037.78527689546
1082,2648.15243405069
1083,2739.44136796602
1084,4505.50232705461
1085,2040.51637078853
1086,3074.57198293679
1087,2288.34273921583
1088,1713.92208021452
1089,2033.92313600694
1090,2479.99782886961
1091,3171.51378605361
1092,3014.3800713651
1093,3204.99672253392
1094,1816.25581630318
1095,1866.13780428246
1096,1943.82424543814
1097,3026.15067123665
1098,3992.78834412381
1099,3171.80282864189
1100,3067.91655344578
1101,2250.14295252758
1102,1600.1854075963
1103,1679.68685202145
1104,8630.60860758377
1105,4531.00782253655
1106,3110.78769349102
1107,2552.87671418182
1108,3868.86038983285
1109,1748.18019033271
1110,3814.63992905692
1111,2126.25685548088
1112,1803.43093319171
1113,3791.65493816727
1114,4215.61269836893
1115,1917.00240643801
1116,1506.19970239205
1117,2203.54827146473
1118,1457.85029521137
1119,1964.6946663926
1120,2098.87074391103
1121,2141.0302234272
1122,2164.98244702936
1123,3923.35370909707
1124,2499.48967637107
1125,2164.78259349187
1126,3337.67644145842
1127,2136.31998949093
1128,1859.28327144
1129,1858.75443669423
1130,1802.09566697311
1131,7468.84667694183
1132,2715.67004784929
1133,3148.47650829902
1134,2052.89779082363
1135,4879.25634752026
1136,2468.78827708678
1137,3280.39319273823
1138,2860.00844886052
1139,1895.57684633117
1140,3494.11742148785
1141,2371.51185011529
1142,3952.63504666888
1143,3455.49328712365
1144,1621.92775403801
1145,4515.54744280369
1146,3714.75243836278
1147,2622.02584577105
1148,3225.84688160097
1149,3918.46343660017
1150,3242.89675486914
1151,2029.19597302455
1152,5420.95273842339
1153,2719.28900890662
1154,3525.3931017461
1155,2090.23546279856
1156,2210.04057938112
1157,2688.659382595
1158,3221.61632879297
1159,1946.3178906643
1160,1573.98099641463
1161,2944.1817084879
1162,2340.72483247178
1163,2882.8803108949
1164,2613.08326603253
1165,3378.06610931798
1166,1733.02905778016
1167,1652.30334428818
1168,2569.49753603818
1169,1996.13349845781
1170,2636.49141326272
1171,1787.11642303514
1172,3031.81324753606
1173,4772.67301278731
1174,5899.68533359538
1175,1582.21162554406
1176,2977.75774409879
1177,3167.71509542829
1178,3431.10562941
1179,1660.05705517224
1180,2933.72773370714
1181,1672.92011204744
1182,3016.52695091397
1183,1824.84258308647
1184,2057.14783252896
1185,2853.26816439101
1186,2506.40849789276
1187,2202.02305722373
1188,3009.71450621888
1189,1610.1788244067
1190,2684.56676810851
1191,3240.9796768892
1192,6731.6314416561
1193,2432.02297430714
1194,1947.03611647749
1195,2952.23321328166
1196,3314.62580495672
1197,1990.30304350691
1198,2451.29825829748
1199,2335.42814553642
1200,1938.51796107999
1201,2170.12008456053
1202,1754.95724016877
1203,3324.44466027662
1204,2085.51100554313
1205,2913.30883941452
1206,2404.0177642048
1207,2820.5281935189
1208,2032.30243779424
1209,3175.04482420439
1210,2095.00448042603
1211,2040.79235071225
1212,1832.21478876194
1213,1901.90314656788
1214,2034.44426386981
1215,2645.79723978174
1216,2500.4676118687
1217,4665.200695501
1218,2069.50887999948
1219,3105.87526078891
1220,2526.43420346779
1221,2175.57627717412
1222,1449.54603637457
1223,1425.33692569408
1224,2486.72517441844
1225,5451.93754510482
1226,4306.81015804618
1227,1616.59019184389
1228,2929.22843372864
1229,2169.90628027938
1230,4113.16050014341
1231,1642.99541214056
1232,3088.93334213082
1233,3354.05577443276
1234,2863.57188212933
1235,3418.084040567
1236,8359.94015655953
1237,1730.19714202401
1238,2840.64479308492
1239,1462.03409847296
1240,2106.95834054831
1241,2762.41407114594
1242,1919.87694359574
1243,3767.42962508517
1244,2991.04869546876
1245,2534.23621080662
1246,5074.23565060581
1247,1615.42588384506
1248,2973.15524000064
1249,3704.15988589976
1250,2699.59361105311
1251,3316.07932101278
1252,2467.86090287565
1253,1884.3268514396
1254,1438.94281378844
1255,2526.22660178386
1256,1475.07441358317
1257,1895.66161773816
1258,2392.17949415129
1259,2207.29986796906
1260,1366.77751879419
1261,2329.10439764356
1262,4563.04347196745
1263,2016.23817962872
1264,4253.91529622476
1265,1972.18337182833
1266,2464.13432647563
1267,2847.19656326434
1268,2074.16274966144
1269,2248.8684816704
1270,2535.6581011509
1271,1656.89094993849
1272,3318.03719889185
1273,3990.90211510697
1274,1696.95665376184
1275,3563.85478478626
1276,1859.09105973052
1277,3347.85776265178
1278,6661.90267855362
1279,2359.18999482438
1280,4220.8717541761
1281,2844.90911033884
1282,1559.29159436205
1283,1573.17681406387
1284,1567.70440015597
1285,2904.09774602256
1286,2583.57819172182
1287,2171.11211424575
1288,4868.86269385679
1289,3571.80507669443
1290,2073.27491721321
1291,2204.64172909181
1292,2007.53392685552
1293,1479.55864600596
1294,1546.59933323033
1295,3073.74701317687
1296,2214.67742015405
1297,3474.93833136408
1298,1376.85756304729
1299,4142.88618787907
1300,2045.20477395128
1301,2010.94256193314
1302,2025.7338032104
1303,3211.8088167637
1304,1895.13895638648
1305,3044.58706646973
1306,1971.43765571277
1307,3039.64088563492
1308,2478.68160635151
1309,1915.95331063352
1310,2262.56153028259
1311,1792.20685778497
1312,1859.06436317525
1313,3085.73022015934
1314,2971.12913800747
1315,1668.51631812748
1316,2252.46678075179
1317,1516.72587619522
1318,2127.50775819685
1319,2481.47973077799
1320,1897.96754411415
1321,1585.69058049014
1322,4396.85000900147
1323,2747.75990585708
1324,2184.18503855278
1325,2409.29839297403
1326,2385.67840737969
1327,2151.92298621512
1328,2078.99408024542
1329,3005.3809102362
1330,8559.0899119288
1331,4374.66968894999
1332,1532.63317204864
1333,2308.57173297316
1334,3222.18550373313
1335,3095.93561369937
1336,1516.04076280949
1337,2462.25420179672
1338,2905.63126925551
1339,2592.39064799845
1340,2795.16693885318
1341,3143.85583326587
1342,3143.99103715698
1343,1487.6331332103
1344,2124.45407866462
1345,4495.43432658036
1346,1774.32033296523
1347,1526.9022313669
1348,1998.79977842389
1349,3835.62616341552
1350,4946.35701612307
1351,2235.65110610918
1352,2109.92780379787
1353,2602.12091200839
1354,4002.7142674497
1355,1655.46079265273
1356,1566.39288908436
1357,5461.57253754787
1358,2018.31883057227
1359,2927.99010513973
1360,3072.62868637422
1361,1843.01652304357
1362,2139.88844378602
1363,2390.18209165131
