"X","HumanLongevity"
128,54.1707318197283
129,72.8539457316547
130,70.3011639905832
131,69.2369486882959
132,75.1857053194785
133,71.6472722927348
134,80.6394444636321
135,50.6693134101983
136,68.6288284764058
137,67.3671083618766
138,72.2580836657524
139,82.1737288355905
140,61.0312286843946
141,63.1039845336465
142,80.5172526579575
143,59.1189805183397
144,76.0929638974436
145,81.9284017209118
146,75.769634431619
147,69.5152605381809
148,61.3555826358591
149,82.187267258896
150,75.1716927638862
151,69.164731862721
152,61.5130051514075
153,59.6280658059296
154,66.1900520311475
155,51.4453256152825
156,72.266365968396
157,73.1468418013307
158,72.8509502761436
159,85.9116817110855
160,87.4321383849239
161,77.2232481900068
162,70.6885308501222
163,69.3187034095346
164,56.8334329526818
165,65.2667309689234
166,80.2629409050666
167,79.1622509869771
168,72.1596635185316
169,78.9090457392436
170,64.5395155229247
171,66.0294150497737
172,75.5248223985955
173,71.4202756377287
174,60.8999553370527
175,64.2160882466004
176,44.6646759874749
177,66.4681650525531
178,83.3825404158059
179,52.176662902052
180,69.8097743410989
181,70.4749471139629
182,88.6305165396982
183,62.9842621593098
184,79.9395410083837
185,77.2616689546893
186,76.9119953123782
187,51.7743150133258
188,76.758049175923
189,83.4029317922769
190,68.552906028425
191,76.953201327477
192,58.8576507201717
193,66.9972748702629
194,60.6602022261809
195,55.7961973258811
196,43.1416630442309
197,59.0861555339631
198,53.0169187200148
199,80.3324249137207
200,76.4982903510853
201,65.4742868688976
202,63.2794920500068
203,75.7649508268219
204,28.7039305442366
205,73.2814935635514
206,51.9476910843464
207,72.3206013200806
208,78.5467799158864
209,62.7814382213672
210,73.8243932467864
211,76.8647592056254
212,50.4382157484367
213,72.1681625961025
214,76.2164444182748
215,60.7723905466062
216,71.3650292197337
217,66.8181085535435
218,46.8165985907553
219,60.8419888623159
220,64.4783569317705
221,61.3675763971561
222,76.2916841193796
223,58.1058227634452
224,63.8154165325871
225,52.9514320852431
226,52.0679997704044
227,47.3859045901675
228,64.0458048232224
229,72.7534848038702
230,76.1241474098249
231,52.0812697519423
232,67.7245950512739
233,80.6382095055573
234,67.7472193856728
235,46.8951605404177
236,47.0827100220652
237,79.8274827072428
238,49.5634290179143
239,63.4329742444594
240,75.8460960610718
241,60.8261564729399
242,77.5325988787084
243,80.5658439026927
244,66.744442155113
245,42.9989308653799
246,63.3769235159862
247,57.7000364912144
248,71.859363005106
249,82.6399337503049
250,80.5367685631572
251,61.622842514359
252,72.6841860129893
253,72.803873253095
254,68.3324379822662
255,53.6102397643316
256,66.5021544984686
257,59.6114679039064
258,56.7556454820863
259,81.2257640571476
260,80.2605147333293
261,58.4316933513136
262,37.2029002617657
263,63.0638838202733
264,57.9230489721578
265,67.5650602008427
266,68.1686907744711
267,70.6578366921751
268,67.4170999467575
269,31.276293217714
270,81.1203578303332
271,73.5388059691869
272,69.6387662236755
273,70.9110651792596
274,61.427238050063
275,71.6117821629581
276,63.4102894826557
277,85.6907955298263
278,63.299426836664
279,59.2565108853937
280,69.4235336546109
281,82.7348242696148
282,66.7670254618672
283,53.9691954565467
284,53.3318106945466
285,58.017300087102
286,65.8776310837753
287,67.7781306511689
288,57.4441847109433
289,70.497460003449
290,57.0820879565769
291,76.8656244280699
292,59.1805134474349
293,74.1680222043578
294,51.9685860277036
295,57.7887239024976
296,79.4334124529346
297,93.2631500445276
298,48.9710368512396
299,60.1129493747597
300,71.6511745741147
301,61.5281926471136
302,57.4508547449634
303,70.0436761853966
304,78.6414680341967
305,62.4001609951368
306,70.6061831972412
307,78.4445334264424
308,83.4656621067184
309,68.0196611724174
310,73.2136937068595
311,78.6355364736204
312,79.4790973690847
313,56.7279074062679
314,82.0322808939716
315,51.9638968683635
316,63.4478871459944
317,56.0894183687321
318,76.5172717140342
319,73.9742466820825
320,58.1804384731202
321,79.0110486890607
322,89.0160569620479
323,66.5619163694923
324,77.8820325556132
325,82.7336287107291
326,52.6773898134911
327,65.7799900302035
328,79.8963498349173
329,68.6225586424535
330,65.361491753175
331,56.480064057609
332,65.276875071263
333,61.8608928592232
334,71.112510815136
335,67.4019697094309
336,70.1512604099533
337,68.7861396601896
338,63.757348124218
339,68.1128879099196
340,61.6029322961858
341,58.2170762932917
342,79.1298587275171
343,56.9720484453838
344,63.8010083770067
345,64.1234500574114
346,78.4573649476889
347,65.6132890966708
348,67.8867239592691
349,56.5101695150965
350,75.4741524392522
351,55.3429739241472
352,41.3372641061698
353,76.5225596529055
354,51.439292187271
355,60.658733670749
356,70.4722485475089
357,76.3751438913629
358,73.9943096606123
359,61.8540900858379
360,67.7808952162578
361,80.4029555024481
362,72.7729416387851
363,76.1443814348292
364,57.9783154265251
365,82.415391347152
366,80.4868675594631
367,86.0967063394227
368,46.749791016879
369,55.6705342869369
370,74.9711432158213
371,79.7360432531213
372,69.7614625496747
373,61.039774024419
374,43.6586128897909
375,65.3887511831188
376,64.2012401734938
377,55.7783725515688
378,60.8053815052102
379,60.2561242987528
380,71.8654864053806
381,77.5846155428111
382,56.325557245535
383,42.3125711512968
384,80.4022855700629
385,48.8866460960378
386,65.2814699361111
387,64.2863809472872
388,67.0276856839183
389,72.9667593486664
390,59.2211935199008
391,61.6378538180123
392,71.1918731738986
393,57.7919194783214
394,71.3866086071335
395,72.8175766032879
396,64.2599614038597
397,72.0941326365335
398,49.9618137772321
399,68.5400385798574
400,66.1829679244475
401,87.5803710778237
402,74.8982157897806
403,69.131571597128
404,65.3108556092299
405,70.5710687373352
406,67.303646173316
407,53.8076140160906
408,50.1019995686623
409,68.521713862407
410,58.5872058017581
411,56.8283793196331
412,63.5101064116663
413,72.0146520807777
414,59.6759912030696
415,65.8697353484743
416,33.8687931739999
417,60.7339394295483
418,73.9062182810482
419,59.9483636716363
420,71.8274814491643
421,68.434889903633
422,67.1085898956996
423,68.304769008605
424,76.0308639092342
425,70.1083258151606
426,80.00688143164
427,63.305384190105
428,83.4268332819538
429,50.284833621813
430,52.0373017938895
431,69.1991899809209
432,72.7101484487802
433,59.0863334742336
434,76.5776430589954
435,76.2730331310491
436,44.4687058398901
437,59.362362966766
438,82.1431031371692
439,81.8638029788569
440,77.6063046595236
441,79.4878121678595
442,50.0242658536812
443,63.8762605923209
444,55.7912594496372
445,74.2757648040034
446,84.7922308027834
447,56.1155071600746
448,50.9216861951017
449,58.7593075847883
450,87.5418322967658
451,88.1527661710099
452,78.0407397475261
453,75.5337968650795
454,66.728734255166
455,52.7478947078777
456,88.3125847685825
457,70.8665419998805
458,74.5368235024809
459,69.1648648460403
460,63.0191264941158
461,63.5979014107835
462,74.4594886248259
463,65.1027877241236
464,68.1923163059421
465,78.59089003542
466,54.7032324898662
467,75.9969011595482
468,61.3286016639229
469,58.1943944491958
470,78.4626853689728
471,68.3025011204241
472,57.9530419364102
473,76.9941187458804
474,81.5499520334954
475,42.6165181655715
476,74.4247425871323
477,63.775310432164
478,61.6628006454142
479,74.5794489584832
480,68.0216224759481
481,65.2691345548237
482,70.6531258568023
483,66.4022236608328
484,74.6527338181067
485,68.1946221818417
486,54.9559486072066
487,70.2267426677763
488,73.9808024682756
489,82.5765703159255
490,44.2521784299659
491,57.4292231829348
492,90.1583582278561
493,72.1540052422865
494,58.2481698531294
495,67.0763249838838
496,71.2025458601558
497,76.9742870734922
498,81.3532560444648
499,79.0201465502297
500,63.1093645683854
501,65.0285775532519
502,75.0533952211691
503,80.8370823624781
504,75.8898063455553
505,75.2171516382664
506,64.3657451858033
507,44.5767825317034
508,76.1721801713517
509,60.0709150965997
510,40.1461877824212
511,76.5993328213887
512,50.8294703330236
513,58.5514655705156
514,67.2047127395678
515,70.1550338844182
516,76.5669111546816
517,54.1219737524225
518,68.2455669225125
519,72.5146202717399
520,50.6420521389011
521,74.2790052360301
522,55.9530088101856
523,80.8879526107093
524,60.0872163142429
525,50.3113613114301
526,58.2226671638036
527,75.6729559255413
528,53.293540426313
529,57.9332841439999
530,45.6989379103055
531,65.1929381251549
532,51.2401808147652
533,79.6578460105412
534,52.9841385704464
535,59.3936162961391
536,82.7338070996687
537,82.7763601449727
538,78.2848525083348
539,63.7754754331153
540,49.3327200783182
541,67.7988828351003
542,71.9777866715791
543,77.5236998837325
544,57.4535956564187
545,57.7108060956648
546,48.9237867639126
547,69.8442411670219
548,77.1053696306122
549,71.7941879785476
550,57.4626013731146
551,62.4100503477714
552,78.1114435741692
553,63.0169478464455
554,74.04306047554
555,65.060293355533
556,68.2769376490004
557,78.8769694997417
558,55.0200309515323
559,63.430858548664
560,70.123470847592
561,65.6742296312308
562,79.9433633498816
563,88.8029199074655
564,49.1693031911468
565,46.6013678484468
566,74.0797853647567
567,56.2674453123112
568,61.9795858556911
569,57.782726814232
570,59.5032060142314
571,64.2627666304036
572,69.6488615283138
573,62.314244183158
574,43.1187055135956
575,58.8467249160217
576,57.4677454208523
577,74.6225821126646
578,61.4929942682628
579,78.6649716999186
580,51.5244754157918
581,60.6726011025407
582,74.2414162114665
583,49.203274571807
584,71.9826196741799
585,70.3474596130245
586,37.3032387107374
587,77.0758441486894
588,68.0602933078877
589,73.7976064686706
590,63.3695740875218
591,70.9549814453526
592,67.9439290414494
593,51.3813737688722
594,71.5198642692581
595,64.6211912151494
596,63.3744258573702
597,66.1940563731914
598,71.3829212421386
599,76.162855947831
600,73.9589720933739
601,49.0552235175984
602,45.2637100194493
603,58.5098172883821
604,54.5681793655935
605,80.4925016806922
606,76.2035264136616
607,65.3068134909069
608,55.743960624332
609,78.4190252720812
610,68.6673730963968
611,87.6606503235826
612,67.6226093489855
613,81.2157917680206
614,79.327728658203
615,67.9332748391597
616,71.0172004976402
617,82.2245239077201
618,89.6571991022007
619,51.2804222826504
620,77.8485633038786
621,74.7017164672322
622,70.9848382852766
623,73.2782510910871
624,58.5851099729359
625,66.1680161787243
626,63.3859434833407
627,68.0407276988977
628,64.2436772466661
629,71.3679144140239
630,35.2459184781391
631,74.28755742979
632,75.6281820654408
633,69.5371381149865
634,58.9469945062653
635,55.376468171706
636,48.2324262540336
637,66.3537559655801
638,67.7199465327859
639,66.0657110781941
640,65.298177655593
641,75.3832622595058
642,70.1296700050034
643,53.5818609209758
644,69.0418906374508
645,76.7942924032166
646,74.5956287127156
647,62.3432758119898
648,55.6502103230979
649,66.0500010804585
650,61.1189885960178
651,72.2389876162193
652,56.2201140222806
653,39.4916978245571
654,57.3145182901415
655,59.2645588950788
656,84.6929803139996
657,73.050955015468
658,41.4214054928023
659,81.5396018734178
660,85.5663446929917
661,77.0439888498932
662,57.5566469878386
663,60.5766627855407
664,79.7473839130979
665,69.2942129081404
666,69.8307240125052
667,56.1678654124536
668,54.41803308607
669,74.6722117988744
670,59.6451057753845
671,57.4564279943827
672,71.5158115437115
673,65.299028604623
674,64.0665647074838
675,72.8628376746024
676,79.5215586265315
677,71.9771528457143
678,74.758578573436
679,68.0174181746022
680,68.0804017512703
681,72.9199158327342
682,59.2755512903684
683,64.9489119647079
684,51.3951148585804
685,78.5956692727742
686,56.504732322845
687,44.9394551040658
688,69.2557969043152
689,75.551270782609
690,65.0797798513311
691,56.0714120759275
692,66.5448409782989
693,66.3579068102762
694,65.3153944947568
695,68.8190580101652
696,69.5880387106937
697,74.5321513333873
698,66.5017962162402
699,71.8530296732696
700,67.5268385629966
701,78.9794546425928
702,78.6831597289371
703,64.6491613630973
704,45.6736916548078
705,69.3685095860705
706,76.1466635575427
707,65.7406582188025
708,43.4030132035974
709,68.7316727488058
710,66.7593856143891
711,64.3452996919331
712,75.0824640952057
713,54.0067231178435
714,58.1529506376502
715,59.1338123670545
716,66.0731658578477
717,66.0697596885744
718,75.3507411161416
719,66.6175629525383
720,67.5665979058131
721,58.0514717084031
722,64.413664763005
723,61.8392589509653
724,64.3218443536691
725,52.6782096668249
726,82.8353399075945
727,64.7945441626522
728,79.9254782455032
729,76.5743972764665
730,79.9343526424156
731,56.5934154098403
732,62.5499215819044
733,58.4419781467904
734,80.0666825684855
735,62.7675658871402
736,63.7294700745612
737,84.9017294044941
738,60.205781964539
739,68.5196387292404
740,64.1877608704055
741,76.330484422961
742,67.7913678524392
743,77.0696043309799
744,67.9373502423465
745,77.4588943470242
746,68.822529491367
747,69.7910736745717
748,69.7497803364191
749,66.2997764638766
750,52.7961137350327
751,69.5330908873342
752,74.2708795978129
753,55.0329228893772
754,72.5401485986987
755,37.1807288521939
756,58.6861632563282
757,73.7806523669707
758,74.0647459001214
759,81.7486229522559
760,60.0391920503948
761,75.1416275962717
762,71.5361720290513
763,46.8754046875844
764,62.3463441239225
765,69.7874137285839
766,72.1461026250972
767,57.2901891361836
768,79.2686198845047
769,46.3541938493652
770,67.5338682017751
771,67.1138260621953
772,67.5174988956113
773,64.0564611579545
774,68.5316799287123
775,74.0131891579151
776,70.7612770313501
777,83.4671400594303
778,65.9822659143022
779,55.383693983139
780,77.2455089578014
781,74.482868694027
782,51.84663134762
783,65.9345097185043
784,78.7219228938552
785,69.2137719244359
786,76.6204209381575
787,65.357868221191
788,74.2414115092012
789,80.3067405097705
790,71.5560439302072
791,65.3727997800768
792,78.0123358788866
793,73.9014553513424
794,71.2688147077096
795,55.7028098193105
796,49.5243370456313
797,76.0737300166785
798,60.8328776065395
799,77.9957409460095
800,85.7755090176521
801,62.822180857852
802,44.9662170349653
803,65.7388238872309
804,68.275991757693
805,74.2499014791262
806,65.5821170940404
807,64.2192094398347
808,49.9954178396689
809,78.1990321690226
810,54.286184185689
811,50.8381424950971
812,80.0619896338569
813,72.1316035611831
814,59.6388148644809
815,65.0074141655597
816,74.7711893264541
817,69.711559583259
818,82.2767927244748
819,49.0654384481892
820,60.7382888943327
821,64.4160028834759
822,65.452755430737
823,65.9022238518222
824,79.4446913893452
825,72.2914207121456
826,63.4570670965994
827,74.2944308073559
828,55.900765721916
829,35.3117701350087
830,72.6292843499571
831,48.7797401963329
832,36.0088545146397
833,75.9497051880973
834,65.2717170359763
835,63.2482728420144
836,67.9909925752762
837,59.4431955584137
838,75.3468475991674
839,67.7155546809247
840,64.0981870388132
841,75.8269224463415
842,66.2964499057096
843,64.5161500256436
844,71.751203194655
845,74.2631669576482
846,74.5120849177257
847,75.3721588715446
848,84.2422519697983
849,74.1789819415743
850,76.3105916670921
851,60.3532917995258
852,57.1481936667258
853,63.259808347874
854,66.7132707674852
855,73.52181339831
856,62.1628528359641
857,68.467480250127
858,63.4165523239421
859,71.9477206754181
860,76.9043915457661
861,57.9684745866541
862,65.0360305310726
863,74.9464913081095
864,52.3805480453317
865,51.28828096444
866,87.8406796308861
867,63.9012034302207
868,82.9185126081448
869,81.3663460192346
870,80.6611035363653
871,49.9699090767103
872,69.8173998803457
873,58.7225204719596
874,75.4172660815944
875,85.2156106728107
876,62.1832876760322
877,59.4194508695339
878,73.2430567061608
879,73.7378227444852
880,61.9229014965038
881,68.4809499994056
882,42.9731422723871
883,69.0663857596094
884,59.2242720515206
885,66.2543145807748
886,62.0266846557951
887,47.050077716922
888,80.0289988609998
889,81.1197990368875
890,80.1298462377839
891,80.7188530186727
892,72.4094416220726
893,32.6469119288843
894,72.5141714644383
895,70.3189657466241
896,69.9763432836925
897,80.0660188965236
898,49.062522733277
899,74.2870984982689
900,66.1194301825724
901,63.5693300908624
902,62.4581027667771
903,52.0226552510585
904,51.6954673576116
905,70.9312935100713
906,81.3509642648643
907,49.2556535996494
908,60.3136453382336
909,56.0450520118021
910,52.1029450512679
911,69.8461329717237
912,72.7698277676682
913,67.5163873258274
914,72.5521303678833
915,70.7830657662981
916,87.1528918573133
917,58.9593826824729
918,75.5239163485527
919,65.6550610808991
920,64.3153154775044
921,84.9286341274741
922,79.0779306358582
923,74.7378989708569
924,82.8040707278806
925,79.444348451898
926,64.6240651565544
927,58.0096554937633
928,64.2028878902331
929,59.4971097608222
930,68.3841781742369
931,71.8863451387421
932,71.9570466978839
933,73.3115301062836
934,47.5308916355328
935,63.3483320705203
936,62.2158957307157
937,61.1332970100871
938,49.6224307925381
939,66.4208633905634
940,63.3497841822457
941,65.4211813786705
942,70.506422451524
943,81.3700573465084
944,54.0704226926311
945,73.8471961918685
946,57.6635181869645
947,57.2680491510793
948,55.2045550836898
949,68.2292793761345
950,76.3430885157223
951,67.2111469906528
952,77.1774886904036
953,65.2509654126155
954,79.8242898382009
955,72.2927407138678
956,64.6697675974599
957,56.6366542106737
958,68.2665611879805
959,64.8105919877663
960,68.0871839699235
961,49.1321653575393
962,72.0610643251098
963,72.8613693171934
964,70.941069874804
965,57.3467264700665
966,56.4876926894286
967,71.7824796416747
968,69.8749769305614
969,78.2527528005304
970,73.3533696775234
971,66.41626578606
972,67.2253925348401
973,61.3709837310981
974,69.333073409343
975,76.160193318475
976,72.2815156241276
977,78.4395536901778
978,58.4925556449176
979,80.1730073260725
980,84.1507655478493
981,87.0985375461272
982,75.9143380172506
983,63.4166377598307
984,60.6659512027886
985,50.3522145616356
986,50.5548685379291
987,52.9298388551538
988,62.415986075955
989,57.6683675529733
990,75.9494295594797
991,64.0551294953741
992,56.1051892179184
993,72.335955290522
994,67.0571523086173
995,75.141288790686
996,70.7708173375195
997,44.6211242734222
998,67.1554438735974
999,72.0231224601067
1000,57.4363601061379
1001,52.3074900977627
1002,68.7512080723549
1003,69.7016576195101
1004,59.2408195486018
1005,57.5503227318215
1006,70.0619868635314
1007,61.613622710108
1008,68.1060946067885
1009,68.0553611170627
1010,56.99329699315
1011,48.5001650398072
1012,51.8814072313255
1013,63.6639594379048
1014,82.0877202405773
1015,75.2793451284495
1016,47.9110271705425
1017,61.8238522487169
1018,23.671158931009
1019,68.6656825996551
1020,57.1621368471588
1021,62.0767413980989
1022,68.2165810241256
1023,42.9530483573283
1024,62.3301615536839
1025,62.4590501819498
1026,63.7897098203128
1027,62.8708621895293
1028,55.8016715641194
1029,61.9330508370556
1030,74.6856535734012
1031,75.8082738551605
1032,76.966966789969
1033,67.6511373147722
1034,65.7811504679313
1035,69.1050147730471
1036,61.5362326275848
1037,71.7625369251887
1038,61.2821951628213
1039,82.0699463627284
1040,65.1692055438193
1041,77.1986913981249
1042,41.5489864405965
1043,49.7766150445097
1044,63.158377505935
1045,48.720991544974
1046,76.424236776355
1047,66.1785564744207
1048,69.8980693846421
1049,52.8218135739068
1050,77.5344287713947
1051,84.3385055362237
1052,68.3981064636789
1053,80.3621522874799
1054,55.4379271081428
1055,71.12907737533
1056,71.0420643497835
1057,83.3671243141082
1058,79.0346518881614
1059,51.4280538892595
1060,60.4806951822099
1061,74.1079891061855
1062,69.5849346907891
1063,76.8228220635745
1064,62.0864906192154
1065,69.621429275207
1066,64.0460059592196
1067,72.9384191606545
1068,78.8101568290695
1069,69.8051927285573
1070,63.9316051457068
1071,72.6399863330271
1072,50.8626255362901
1073,52.0513741164397
1074,73.384809831977
1075,41.5848909751934
1076,63.3176515659877
1077,41.9248404065742
1078,71.7995395115021
1079,79.4879749252563
1080,67.4858122102436
1081,63.3919910226851
1082,74.5823016406361
1083,57.8248166977658
1084,59.7140570857324
1085,55.730361338105
1086,73.2449781882752
1087,71.9859429184334
1088,72.6624481991668
1089,63.3795708772468
1090,69.4758683548172
1091,72.7883671938864
1092,76.9524291946871
1093,69.6328129553908
1094,67.7259199482264
1095,77.108881523845
1096,66.9157021706172
1097,85.7623884774251
1098,68.7841364633237
1099,75.3416963027976
1100,77.5562109326475
1101,68.4600067659232
1102,77.6970267256211
1103,76.9229625094378
1104,64.7901667149629
1105,67.1189203335867
1106,23.6328622119642
1107,73.5843251091712
1108,72.3879580425141
1109,75.7434254260188
1110,52.1848450285827
1111,64.8117174684077
1112,70.8187026844864
1113,77.9062409879148
1114,51.0023564331969
1115,75.2765892865777
1116,67.5970427750859
1117,73.8233014338919
1118,76.9610040145222
1119,47.1158464800368
1120,73.932144570303
1121,52.3852717860873
1122,71.9375712545591
1123,76.0235928573606
1124,53.9294215542591
1125,69.9140218621954
1126,60.9964177754664
1127,70.6849927099566
1128,76.708273338467
1129,78.7605594756296
1130,75.2103943208918
1131,72.0083483272856
1132,49.2629892450487
1133,69.4714631414666
1134,54.0125767720777
1135,65.7777902610764
1136,66.0644312725532
1137,69.5473509964647
1138,60.1931436973191
1139,64.4890359381861
1140,58.3655699805875
1141,55.8212335544537
1142,71.6639285236419
1143,55.8347015904234
1144,63.5736376693937
1145,57.9154548781677
1146,76.3290034156218
1147,79.2663118633924
1148,73.4191670869847
1149,76.8349431252522
1150,75.9856089768199
1151,55.484052559275
1152,56.4835383099827
1153,40.0443187415448
1154,54.4741673553134
1155,65.2908435217819
1156,68.9391200279802
1157,33.0082304339297
1158,52.8126820398058
1159,66.6089968362544
1160,64.1334527415191
1161,67.6995004560266
1162,38.226376544909
1163,54.5555178522415
1164,57.6155395108653
1165,72.8711109712487
1166,62.417378495165
1167,69.1325511698731
1168,47.6717133422061
1169,51.1130969022144
1170,69.1037896618788
1171,70.8270637642175
1172,68.0949355507994
1173,59.0134539386108
1174,77.6318536688582
1175,60.5698972017478
1176,66.3325650992206
1177,70.7642657800295
1178,82.5692217843133
1179,70.9177079825933
1180,57.7831650550559
1181,70.0973311397495
1182,69.093313818153
1183,72.0825977802864
1184,79.7351702874517
1185,80.6077590192419
1186,54.3443327602835
1187,54.1397484008401
1188,59.6631268064362
1189,64.5002079536394
1190,64.3455604924702
1191,66.1681768604005
1192,83.3858310823894
1193,65.9473266013257
1194,70.255056534194
1195,75.2273037510365
1196,68.8570757710443
1197,46.2459744142487
1198,69.7211543104861
1199,79.9804687078163
1200,79.2672234389562
1201,65.0479240603699
1202,70.9058348435038
1203,60.5874031811186
1204,74.6901994612194
1205,58.1512357840616
1206,59.1726789778498
1207,70.2346253742507
1208,66.7493817177223
1209,71.6501171211838
1210,68.3617281506556
1211,58.0005563652945
1212,68.8208523441612
1213,69.8815069276289
1214,70.0289357852253
1215,80.2446250795011
1216,66.5846435976493
1217,54.1581079833912
1218,71.4706333984369
1219,80.2173402157986
1220,77.0483908508382
1221,68.5555340184085
1222,58.3862257947089
1223,68.3414339882699
1224,58.0859692147734
1225,61.8326490757827
1226,73.0710385611261
1227,67.4900740414691
1228,74.1738005086383
1229,77.6848289672211
1230,63.139458239882
1231,65.3075670356205
1232,47.4246069071037
1233,83.9303037684203
1234,66.2975211047186
1235,61.2437949407303
1236,65.6718032552147
1237,72.665336794625
1238,80.1820629696434
1239,54.8981158421769
1240,51.7168283829261
1241,73.553266210399
1242,68.7823887235216
1243,63.544924573969
1244,61.4428211560702
1245,80.2078369774417
1246,25.2998004188793
1247,76.016255279407
1248,74.8695652938526
1249,75.23891235195
1250,65.2407543300547
1251,67.2576576425997
1252,74.5359359642361
1253,75.5011296822185
1254,69.7870608476454
1255,60.1499450805723
1256,57.7311416380851
1257,83.3316840961325
1258,65.5274313282775
1259,51.3780068675301
1260,74.3537052803634
1261,63.1146195400738
1262,78.3053480027744
1263,77.7914864070623
1264,73.9073357866996
1265,81.1283522063895
1266,74.334039427217
1267,73.1178561901258
1268,56.1033566360326
1269,67.4339983703143
1270,84.8935577193175
1271,77.5103338465846
1272,75.8227356042399
1273,49.4599662921112
1274,62.2488513966859
1275,67.8376493037064
1276,78.3426407089343
1277,74.2532433337893
1278,56.5942045441099
1279,64.2291848267095
1280,79.4318672236597
1281,64.1100169163924
1282,45.4290472260268
1283,78.913816372652
1284,76.6303350654689
1285,69.8011495704656
1286,70.190107345583
1287,75.7207960038624
1288,74.9440609225109
1289,58.7856544922992
1290,74.3872786841065
1291,73.5620465861607
1292,67.8993014046679
1293,70.1090331345343
1294,68.5261979569572
1295,72.1339209223052
1296,75.8979843642931
1297,36.4187408176809
1298,88.1232805597667
1299,38.1875906481443
1300,63.8890428974108
1301,68.2972673744815
1302,50.8923036616913
1303,64.9881792596025
1304,69.8957858103502
1305,39.5681306745031
1306,48.8158211417374
1307,66.4490591188909
1308,52.4322325355964
1309,68.75076934149
1310,66.4682131281582
1311,77.3893199632451
1312,71.079498520875
1313,58.246432806192
1314,82.8998493648709
1315,69.2344051729955
1316,68.1646369507127
1317,62.345038050651
1318,60.7575644026653
1319,50.2532576945875
1320,68.078032612346
1321,79.1680081496995
1322,71.6662577220061
1323,79.313456880944
1324,67.9085437697934
1325,81.8005662710049
1326,61.271452151804
1327,62.685740729224
1328,76.7735746149218
1329,76.9124909741693
1330,67.7140284226389
1331,70.1085692098364
1332,57.5279318761084
1333,54.5570739439017
1334,70.1322796476385
1335,59.1811616337715
1336,77.9503542745309
1337,60.8603810038588
1338,80.2248555196513
1339,78.7575484318659
1340,54.7461210424446
1341,60.4218588431646
1342,47.5858135067074
1343,47.6970569709099
1344,38.2748671319899
1345,52.3038425549832
1346,71.6038630940547
1347,59.1861074738228
1348,58.4761314380483
1349,69.2961150048868
1350,62.6324152751112
1351,63.7383173093679
1352,76.3724958967498
1353,74.1482165809156
1354,72.313253018822
1355,40.1395852833335
1356,78.6437343359354
1357,53.8533857258023
1358,43.1984888635169
1359,80.2231779548062
1360,46.2024839656612
1361,64.3162196627914
1362,71.4597800491872
1363,66.4375450119404
1364,61.7162655826273
1365,65.8697606193895
1366,71.4706693663312
1367,72.1516141360399
1368,70.3876433569694
1369,68.2330046144731
1370,75.8873655315993
1371,64.3268786950284
1372,53.9772294523024
1373,47.5684333433595
1374,57.1668037407483
