"X","Height"
200,128.953373262165
201,146.231526249842
202,168.608963945697
203,172.370748398413
204,178.53450442849
205,160.963191499994
206,113.96017958079
207,129.126685501223
208,125.321098772523
209,177.845809548888
210,161.221106058545
211,140.24102934093
212,166.854153195515
213,119.206732430182
214,166.674934637429
215,125.756159795574
216,140.879303490768
217,151.473777301617
218,172.204316703566
219,139.738711771435
220,135.821012921851
221,139.912150984699
222,121.021907738872
223,171.481114802016
224,129.51805737958
225,166.029084868064
226,161.869244760334
227,144.461845834634
228,146.994876288393
229,134.348617607355
230,139.886960928158
231,163.020414752375
232,132.010894199156
233,149.303412505747
234,153.60583292785
235,163.199984935124
236,121.664086119831
237,125.779242541554
238,142.82079117218
239,126.548914031398
240,142.791094264934
241,135.661989888509
242,145.046957040877
243,122.86629847939
244,102.853556206606
245,112.073505177129
246,136.203817048483
247,121.235842787629
248,157.702851717761
249,131.865271398918
250,135.76522161153
251,109.737812245689
252,149.785729625853
253,159.412857911086
254,174.801190643189
255,146.33144804562
256,153.473985737672
257,147.223133905967
258,140.634094971627
259,168.681112780579
260,132.062925512771
261,162.132922945033
262,134.025282626076
263,110.220303842176
264,133.271558844134
265,143.058271732851
266,169.23392712732
267,116.963230596814
268,104.176171906325
269,124.733278644415
270,149.327005524399
271,169.872201210923
272,142.885183249485
273,146.922012496286
274,159.982962783508
275,142.720692942901
276,121.799061281152
277,124.344477193965
278,144.36286963222
279,166.975642566054
280,152.717434283765
281,156.317502087776
282,190.852087509814
283,129.315592629508
284,111.208661665784
285,159.356964820536
286,154.2113133893
287,156.564547167987
288,122.681426879081
289,141.710108773167
290,151.179614864253
291,154.186881432384
292,147.159231385481
293,151.909294795663
294,131.212659127648
295,139.996801761111
296,151.054249824797
297,156.820141173648
298,187.489207308324
299,112.864502579271
300,135.323235591127
301,163.711049429466
302,134.677250774631
303,168.263958479773
304,153.636631284018
305,176.963066791369
306,140.939600108972
307,152.172316615808
308,165.874191043344
309,127.37314582176
310,182.389025180754
311,179.144098125661
312,130.333056085079
313,152.983837062688
314,138.058173607666
315,142.029078567856
316,161.563974126828
317,161.587466362332
318,168.787159565929
319,128.606026672925
320,139.250248996861
321,166.300342434593
322,153.724676213007
323,127.499509504095
324,125.558676093739
325,123.72549602017
326,144.420039837786
327,151.248144858366
328,118.559394870876
329,155.615764059194
330,133.359445849489
331,157.972229275863
332,132.882756297346
333,139.040479137801
334,145.356936211113
335,153.079165745125
336,126.8949968709
337,159.788007453794
338,149.901928202184
339,135.213864406758
340,139.845168313759
341,145.325966424008
342,121.244585821471
343,140.482906815887
344,146.390932304249
345,145.219082980643
346,124.751679551576
347,176.740136207104
348,151.928068175147
349,136.169597772821
350,163.263485487952
351,131.643108944665
352,151.409838935549
353,126.191656671032
354,158.265344648423
355,101.611390851344
356,123.668042140713
357,130.872450918733
358,154.187772767421
359,122.6071676542
360,149.533933946392
361,157.825089427493
362,147.084825633415
363,123.669929113907
364,156.534096141019
365,160.182390251785
366,146.801850826889
367,128.63891186746
368,143.910179662785
369,110.58183571103
370,117.341440551287
371,149.225466453012
372,147.87821306724
373,131.995438403019
374,129.512329305855
375,126.940317035891
376,163.885206900491
377,151.462356298465
378,124.4002323121
379,141.238009836486
380,175.183083281807
381,126.022917601792
382,148.357340844865
383,174.451131414671
384,151.870457275512
385,142.144554165421
386,153.907183248207
387,135.01538566703
388,156.139835518201
389,157.671293893006
390,152.313932381543
391,163.834710710267
392,153.583483694036
393,162.134375883696
394,146.132312160778
395,132.811531005934
396,167.277650019808
397,110.808970453073
398,132.42696126363
399,108.599897660133
400,117.221320946827
401,124.675114018844
402,141.676808889939
403,133.504578356138
404,121.868401368529
405,133.477549048813
406,137.526291445831
407,167.332646937462
408,148.833953028499
409,178.279929071039
410,161.731572322172
411,120.135643177817
412,190.704437262276
413,162.842862726473
414,110.368712497048
415,147.577299766636
416,180.139798808989
417,179.374416666801
418,157.072738065652
419,152.623610747928
420,151.847723089445
421,119.15591297054
422,141.482250459572
423,124.378557771043
424,139.245749325961
425,154.873421158246
426,145.980538639912
427,129.476323079544
428,149.63188119253
429,155.900280011918
430,144.159948990125
431,174.704712390784
432,173.57181460147
433,115.648597742207
434,116.256648676182
435,146.800964421693
436,194.079521644234
437,130.215300586697
438,168.343156736813
439,116.605565545891
440,161.093319224437
441,132.986005375354
442,126.255638910443
443,132.233100055469
444,140.812837623731
445,137.22748835199
446,168.719632628241
447,113.116123093637
448,146.496867600213
449,167.761861720214
450,112.910569124817
451,113.222269959011
452,106.656306845583
453,150.050045158658
454,155.816408285079
455,137.773277251506
456,175.403683524817
457,155.126195628227
458,123.490144559616
459,155.707982134993
460,155.95453757472
461,156.003324320538
462,120.766800762816
463,155.852693650019
464,134.414908771907
465,87.1232068285885
466,131.137716685776
467,166.977686354655
468,141.723275350913
469,147.200389249603
470,150.468891798496
471,140.81505602773
472,162.133922379611
473,173.143119919565
474,150.688766319947
475,174.746026236929
476,131.663474148091
477,130.816909627511
478,138.136183820145
479,154.926822481512
480,157.429202578881
481,151.344905658951
482,135.846583153812
483,111.137115796619
484,161.093424622038
485,153.783564800707
486,156.258508322967
487,142.900983354626
488,130.574391724791
489,158.170402525958
490,155.853856783046
491,128.273346421755
492,151.372392466501
493,159.974544278723
494,141.606387632914
495,147.148867241645
496,157.764847256414
497,151.931537249938
498,150.554821992698
499,129.185517131949
500,135.095151918653
501,132.439106420641
502,87.1341494812562
503,142.571085397838
504,193.095879744256
505,153.235565666431
506,159.458888075103
507,100.557684278252
508,136.658236309076
509,110.630726973251
510,160.966476376638
511,183.834333097571
512,151.008126087222
513,164.095863528683
514,147.319484062159
515,129.39907699901
516,154.180735735585
517,137.831137851936
518,158.425136986762
519,132.914201400474
520,142.142122059387
521,178.732540929106
522,131.96186317053
523,127.233190200414
524,138.503368966025
525,141.546860086294
526,114.041999696182
527,152.892015240763
528,132.262075866055
529,123.481764792237
530,121.578824158622
531,151.280594052731
532,166.544912799612
533,128.492904440072
534,153.943239400437
535,151.045541437389
536,174.767751699107
537,155.948923771231
538,131.143802139834
539,128.914862404746
540,171.407712710664
541,138.982216371275
542,174.695575430125
543,121.814806138793
544,146.102705542158
545,167.793241499217
546,160.119063994422
547,120.772374094289
548,178.67018071278
549,137.458110786655
550,170.007383981051
551,122.449293228871
552,129.889674367711
553,140.352465884649
554,141.650693974803
555,157.019701994662
556,126.273126743523
557,150.031783823344
558,155.924746704509
559,141.797033004195
560,184.414636160336
561,172.155647228889
562,145.342778368095
563,106.776760434393
564,155.624109869634
565,143.900093815787
566,141.363652766929
567,140.73848653315
568,127.174988653592
569,168.660501230715
570,147.289861936173
571,149.338766258836
572,153.648194062416
573,127.711841214803
574,130.1094935302
575,162.189239788814
576,93.2661294250812
577,137.240930331664
578,141.742403804593
579,123.398240504988
580,165.143313970473
581,116.068008273839
582,150.599532403418
583,135.702349624347
584,155.580004684282
585,146.911040807026
586,165.312336793419
587,152.27023099372
588,151.538794715077
589,132.723827127294
590,129.837720381578
591,133.14824171961
592,175.356456815347
593,166.999338963124
594,147.642036847434
595,133.577865402103
596,174.965119789815
597,169.975958314828
598,153.163433070274
599,137.534492494046
600,147.752949203086
601,165.692618436194
602,131.010812763223
603,122.175511022028
604,162.36924475611
605,159.665263585959
606,149.789647531866
607,145.170194570952
608,166.00516092681
609,155.337885993415
610,130.012859826568
611,117.553878309077
612,152.453343000185
613,146.594723762691
614,155.74164458767
615,128.565895621711
616,164.856205380893
617,136.249641631137
618,133.902870903358
619,155.636533911485
620,110.931954301598
621,112.078432382744
622,150.436640801778
623,130.926729616698
624,158.118033688105
625,154.846838404884
626,142.182539399358
627,127.373580778152
628,182.817677017404
629,143.032036763507
630,125.661046625663
631,135.39403001144
632,172.871225229772
633,110.754776279269
634,138.40410005679
635,146.44123271755
636,134.445140227409
637,126.37937442103
638,161.656126486959
639,133.822061191997
640,157.734783518478
641,117.897589811696
642,162.075664744353
643,161.408144074471
644,142.140558559862
645,177.037133365975
646,132.831476203564
647,127.329670367451
648,123.819766044025
649,136.729821859234
650,167.115115971265
651,166.099241061937
652,114.65189509655
653,180.822028428768
654,166.056699888709
655,124.02523057726
656,119.601219545467
657,183.826108926535
658,157.476816202966
659,167.303597791602
660,144.251924051023
661,136.112792462523
662,140.377934154713
663,146.592709249412
664,138.423681359561
665,146.395670287332
666,151.766941469351
667,138.783313575605
668,168.491662930778
669,147.411815017331
670,129.852868053783
671,153.282539120516
672,159.543040989515
673,138.615213368999
674,132.30926431404
675,189.373128859552
676,153.502575311461
677,136.033764968711
678,151.336651928244
679,147.989549152046
680,155.069801067734
681,113.65968569403
682,145.859988392578
683,146.963378063753
684,155.990860154328
685,136.54831961746
686,157.661893081634
687,148.511448790106
688,158.534752664891
689,148.121920609021
690,129.390966472879
691,186.925543042279
692,137.175205594382
693,135.036619307415
694,136.740375497352
695,151.484665981805
696,176.113051055614
697,138.890246759705
698,139.596917597806
699,183.993086140862
700,133.761216260116
701,143.733621237428
702,127.148227774669
703,146.083452859487
704,124.177141637948
705,155.660065143787
706,145.789971628549
707,163.193828244497
708,158.308199220194
709,126.972098019862
710,135.21953784122
711,110.949575707774
712,127.708905747955
713,141.156169498738
714,131.79881461143
715,115.348183331697
716,161.231869791379
717,129.530161751608
718,149.488684247882
719,122.920296435258
720,138.876920434689
721,124.078685770787
722,170.068486796675
723,140.770817706299
724,127.356882178327
725,159.090348247147
726,139.967560264501
727,151.683532994835
728,162.230977588308
729,123.685941864492
730,128.719505637411
731,135.564121480272
732,138.885681688982
733,145.584387209666
734,156.692219611003
735,135.275191405949
736,118.57992416275
737,107.491947583254
738,115.874234315724
739,163.63690691923
740,142.360287000059
741,145.019995035694
742,139.777818801707
743,125.297966425633
744,127.339937946475
745,119.441716622938
746,160.860465860686
747,165.169498567693
748,144.067973431186
749,134.087052892898
750,138.536314557227
751,141.181489944391
752,119.466258980725
753,163.062220526449
754,154.015395071132
755,140.043663227468
756,134.889777817809
757,120.128655847654
758,140.743627193414
759,164.234167734724
760,137.9499677194
761,161.635939554974
762,132.841624849834
763,147.305055756883
764,114.875937419238
765,163.369266413473
766,136.199988102466
767,174.585090952384
768,154.090864179179
769,166.665242397587
770,120.643017688759
771,134.224059374049
772,152.739495147655
773,145.244861265995
774,134.860253506508
775,149.243949835782
776,159.004574895308
777,125.595241845165
778,161.726826566153
779,146.051239495325
780,154.370276213466
781,147.246803281814
782,176.783567789289
783,150.854866459264
784,137.350845369664
785,154.962030470446
786,131.799577057127
787,170.476732762064
788,163.985159462117
789,155.402729576993
790,107.180371691251
791,146.996080613889
792,142.278179331173
793,153.015914152723
794,160.194690963315
795,148.484246820796
796,138.412132526928
797,148.673945598361
798,145.868828177756
799,130.762089869011
800,161.946011204384
801,156.562954844625
802,152.203482848993
803,120.422986495866
804,142.867982859446
805,136.375961866238
806,138.802206925552
807,162.162242118246
808,145.399641592027
809,150.576016900162
810,173.192692214455
811,122.550967472103
812,145.540980039793
813,143.495024949302
814,134.820976660123
815,142.644885034671
816,151.019592574082
817,115.575171618796
818,111.396253663712
819,135.262703593649
820,144.291610187077
821,150.671971959643
822,161.013174384868
823,164.985029544464
824,164.746876418247
825,135.135957622732
826,147.133439499462
827,120.910865967375
828,173.15320292276
829,177.895136318883
830,136.960646718539
831,123.522379255384
832,149.316966351642
833,159.881235323666
834,156.882240358735
835,173.302197899313
836,150.598793190133
837,144.05076024949
838,133.59331716453
839,138.517992634603
840,161.743020392244
841,139.499639772778
842,162.922524387907
843,165.272569476691
844,108.222027301948
845,140.120881528422
846,162.963916253808
847,122.905103897393
848,155.888081215818
849,116.960726199728
850,131.830948062398
851,134.173147631851
852,168.846008269685
853,176.634235409823
854,119.929545893358
855,189.604828487497
856,123.698077872423
857,135.526913606645
858,183.522467902581
859,140.957550289399
860,173.411144820927
861,146.257983310123
862,135.927582258779
863,151.684976848557
864,156.809134076057
865,155.162509873083
866,165.968752527858
867,170.876180564069
868,130.302961701917
869,120.22028138458
870,113.045955508749
871,150.831503629682
872,143.049945175689
873,107.122392422027
874,133.31506916253
875,143.032890155509
876,136.120899532505
877,115.580563220087
878,111.668473690956
879,143.947270028933
880,168.945978929616
881,151.590424168563
882,155.104878389447
883,169.109903986534
884,119.923695486723
885,152.108401314218
886,151.147807466323
887,172.262521017226
888,153.301603898667
889,151.949875577172
890,182.042455976201
891,169.322841381522
892,141.187419737123
893,151.043036848929
894,163.081305785375
895,149.230074250069
896,146.341508733424
897,160.202509805948
898,135.264176357766
899,128.587000792643
900,127.853515581761
901,148.110433636371
902,137.516351124768
903,154.454194177342
904,132.893063928357
905,134.183235294799
906,162.630108515092
907,116.989066543037
908,124.516399261175
909,165.377556653361
910,130.992153356337
911,145.032194920394
912,122.096092189173
913,144.511073102854
914,170.544910044043
915,123.621221296137
916,156.692808326581
917,135.71369307952
918,168.607505358048
919,128.525022338552
920,133.797856259848
921,133.196113780983
922,126.042044843131
923,164.459753266704
924,140.416574749454
925,138.399138253463
926,156.386509930795
927,134.407978021384
928,169.592298550143
929,94.8193404101571
930,139.463963270054
931,139.167839630612
932,181.586236444118
933,151.065454447884
934,172.451312276928
935,180.489222160329
936,186.25322525913
937,130.124004040883
938,158.663003921715
939,131.635842124443
940,130.096590361232
941,131.513382564636
942,153.502375259368
943,153.723199852115
944,141.368561783925
945,141.30401408182
946,138.156946308058
947,134.927131021786
948,165.757017459914
949,140.553989381638
950,161.683886309894
951,104.219090702074
952,149.461086749406
953,118.981751241745
954,134.226874147154
955,137.211795278139
956,125.830578399923
957,135.26557714801
958,179.652326498692
959,159.952007004792
960,161.252369389404
961,136.80013622122
962,137.889377665674
963,169.14070964698
964,161.365128549938
965,142.786609393116
966,151.606509301233
967,134.577285018683
968,180.201784483353
969,152.601161633576
970,142.716434162866
971,136.578845898802
972,127.807632250209
973,144.198127062066
974,160.00099729479
975,134.838126189399
976,135.076535841849
977,124.34693149291
978,123.410151066422
979,150.487862682294
980,143.760079293782
981,131.546884498926
982,173.558867090217
983,113.699675070582
984,153.317587427405
985,123.727049659939
986,150.680155902515
987,153.087128170136
988,159.324915073296
989,128.272749622843
990,173.664541919648
991,112.484345095263
992,123.822624243355
993,123.272201000813
994,166.74045322063
995,150.67190096089
996,159.456167262845
997,145.874711103906
998,129.169866080938
999,130.966729713904
1000,131.972764329878
1001,153.292148614657
1002,143.193551485279
1003,121.652216396352
1004,151.493716486919
1005,146.66161309048
1006,144.086350694483
1007,152.954021217803
1008,150.534297184847
1009,157.448547141072
1010,140.600394452313
1011,147.671650522641
1012,149.120426437144
1013,149.645003831435
1014,151.599738435948
1015,133.217883581571
1016,137.545317017395
1017,154.534226393917
1018,135.825158948309
1019,157.254671436865
1020,129.577877857366
1021,122.584418212863
1022,136.892075153986
1023,168.067146709689
1024,160.22924428371
1025,160.528489515589
1026,129.525923901767
1027,144.242698770724
1028,126.713144632164
1029,123.403269150073
1030,146.167783687798
1031,163.546253354249
1032,154.270437104377
1033,138.220445449432
1034,135.117839947706
1035,157.714556085949
1036,137.660187781682
1037,126.206915705149
1038,144.034964435805
1039,93.4439628204696
1040,150.968415622375
1041,155.938734437615
1042,146.620724638841
1043,145.880416553236
1044,161.141410670269
1045,128.880824447551
1046,130.782080875349
1047,144.24903639612
1048,159.789303422518
1049,98.5172065189063
1050,138.430825295714
1051,131.378108061149
1052,138.049003265171
1053,145.062552596689
1054,166.400454519933
1055,150.887062311642
1056,156.46124011268
1057,157.813034778838
1058,173.020637225654
1059,117.35052517175
1060,149.503574419054
1061,164.932057383999
1062,141.019288431966
1063,124.324154283677
1064,123.308371407345
1065,136.726602063924
1066,106.102563588715
1067,149.276882048749
1068,149.328474036889
1069,141.401366237753
1070,127.714122159012
1071,138.726290127364
1072,140.756048691843
1073,146.236801532062
1074,171.707773086673
1075,154.735067071098
1076,153.460451152287
1077,145.319932260555
1078,116.741104259724
1079,181.224139904483
1080,190.044159322627
1081,144.803415802175
1082,143.891269229825
1083,165.603901321562
1084,121.887240648509
1085,146.089698558267
1086,129.619131608762
1087,164.799541321711
1088,161.880034795723
1089,155.724555950903
1090,134.264450575917
1091,163.855941313912
1092,153.987999609796
1093,180.766439856131
1094,135.685012830735
1095,144.792382639929
1096,139.266785303848
1097,168.920846546067
1098,153.362257322464
1099,151.534799612797
1100,160.046906803664
1101,128.972977551096
1102,171.840520291982
1103,124.243775195784
1104,136.594530294225
1105,141.420792736189
1106,118.965168617586
1107,143.540932716527
1108,140.816058715414
1109,141.966847194093
1110,136.501661535065
1111,135.265572789581
1112,152.455748531248
1113,152.672528801282
1114,148.80274401507
1115,171.399662885816
1116,111.050220046524
1117,130.251058020895
1118,156.849550661838
1119,155.592055835941
1120,142.499687573774
1121,152.830105102843
1122,166.944623412783
1123,138.70595626742
1124,157.168684118522
1125,147.832098904219
1126,143.247809870646
1127,144.590160198463
1128,117.589576320919
1129,122.444977764712
1130,134.316641245465
1131,131.81093640872
1132,147.954012431613
1133,148.680062281247
1134,132.441076819199
1135,141.887349773473
1136,169.726420337875
1137,167.562371556483
1138,166.931288393128
1139,126.418856731792
1140,163.991258017066
1141,125.754245881759
1142,131.17260445125
1143,171.941379751939
1144,141.941745085034
1145,120.370144554052
1146,146.663227966138
1147,136.22000195869
1148,124.333597884938
1149,123.026180622177
1150,109.785367849143
1151,127.694983852489
1152,110.581328210973
1153,117.938962694115
1154,126.570601499345
1155,179.563412843317
1156,162.179189031203
1157,117.544855237241
1158,163.231947557585
1159,162.871472213448
1160,147.773799435911
1161,129.797382474005
1162,128.588128517966
1163,148.066376904311
1164,166.600778928101
1165,160.498337193603
1166,133.411593756858
1167,163.238562847378
1168,168.053665144238
1169,133.588588042771
1170,138.836089308341
1171,154.461672351848
1172,148.853539422432
1173,176.677749972353
1174,134.209513959464
1175,139.675516323306
1176,103.253522595669
1177,133.381305850764
1178,135.30465781304
1179,138.441172766594
1180,139.836132750585
1181,164.669747586358
1182,162.272172017496
1183,175.477259622913
1184,160.397498693922
1185,155.797206846666
1186,137.757407578722
1187,165.158388845911
1188,160.178020210023
1189,127.389584820434
1190,138.77582321551
1191,164.436390515277
1192,146.533822726173
1193,137.216341961386
1194,148.368122189487
1195,158.364011662286
1196,151.67620353946
1197,148.43662356474
1198,155.408738912824
1199,151.24857427882
1200,164.856612415437
1201,159.137068953928
1202,132.454554344229
1203,136.831321752652
1204,123.130617286103
1205,155.228859480786
1206,142.697459600093
1207,150.182554418537
1208,160.195206021454
1209,142.180483106516
1210,114.450017910197
1211,171.868145988102
1212,127.552806128133
1213,152.062030335289
1214,150.229258297784
1215,145.808012819903
1216,171.126036908998
1217,132.658064250946
1218,141.517362681557
1219,107.528611828886
1220,146.120900928341
1221,128.198673403309
1222,157.689677024891
1223,134.723417294775
1224,149.275467609078
1225,153.731958900825
1226,176.232389345725
1227,115.648707246785
1228,119.348782676151
1229,148.821283928561
1230,164.47941035699
1231,171.588011923891
1232,144.682155548273
1233,124.61406238473
1234,141.403788421733
1235,161.016138326473
1236,135.547572818358
1237,149.108595001737
1238,149.707834335224
1239,156.863544879967
1240,139.119641529204
1241,123.773300154154
1242,163.222122906549
1243,170.378329722941
1244,151.508412658238
1245,131.196850382932
1246,143.378580650003
1247,152.914775687
1248,123.97104412054
1249,154.543874033983
1250,164.475904330007
1251,138.076177170431
1252,132.859256402155
1253,142.469958032574
1254,151.180890250354
1255,128.276238795835
1256,149.927021061938
1257,131.119441662853
1258,105.090769390539
1259,132.50824387464
1260,140.099919787797
1261,117.899676198048
1262,148.680682977056
1263,162.065096550111
1264,154.87811721372
1265,158.911775445769
1266,144.817897614967
1267,118.795565854669
1268,157.518834720994
1269,165.723742055755
1270,167.777162505089
1271,167.664304542315
1272,131.479319367754
1273,155.568741806439
1274,132.75199556721
1275,144.747265063515
1276,177.189446812747
1277,142.481728817101
1278,135.335070074072
1279,126.737315178225
1280,147.403335878224
1281,139.17252805551
1282,106.550892543497
1283,169.640669480206
1284,135.477488128756
1285,142.662776915126
1286,189.83025449255
1287,158.009060935775
1288,164.835749064245
1289,148.342677737381
1290,141.075996180815
1291,172.732323300329
1292,168.365674124654
1293,144.898548419427
1294,143.845704485231
1295,127.093784274785
1296,164.506407046608
1297,172.070960527129
1298,141.3228374939
1299,155.524888089876
1300,131.075161793432
1301,153.844851118903
1302,127.468771597054
1303,136.672930887403
1304,120.275482340056
1305,109.657667569986
1306,142.262041560504
1307,147.408396889082
1308,148.992412895849
1309,161.012826926671
1310,125.169545703992
1311,127.419898639177
1312,169.470102363566
1313,122.781244307965
1314,128.754593408412
1315,115.173031536851
1316,118.263833868735
1317,166.876720337192
1318,137.673939747428
1319,166.511693113157
1320,117.378891317382
1321,124.80193274917
1322,129.945526792063
1323,144.796543791749
1324,128.13741816734
1325,121.463736526674
1326,125.247784456878
1327,178.819009034262
1328,159.779743506181
1329,127.243912463659
1330,135.34134052314
1331,121.268640860635
1332,120.608030887293
1333,150.577735355558
1334,143.164734536603
1335,165.995752244301
1336,148.815541905597
1337,170.834315533928
1338,141.382128981465
1339,148.413264865803
1340,185.051072742396
1341,142.753887231003
1342,153.309404660255
1343,135.887612830613
1344,154.17737738926
1345,138.423395079324
1346,150.266038329872
1347,139.184378562403
1348,140.052149728119
1349,151.560601388673
1350,113.352384765657
1351,126.49153022235
1352,162.401875602181
1353,165.698894047519
1354,133.288188084649
1355,143.206963053743
1356,151.435221507696
1357,142.448197711489
1358,133.845921943927
1359,142.419520696074
1360,140.939321570322
1361,145.722285712958
1362,155.078059234513
1363,142.215331777814
1364,127.485526998349
1365,150.746639845236
1366,131.902996802344
1367,142.132338714063
1368,159.399687216573
1369,170.147757562129
1370,146.726840357638
1371,141.009393330835
1372,136.971745926922
1373,153.730692378529
1374,142.863718053389
1375,126.589762895644
1376,143.303789270543
1377,147.857420084735
1378,159.548296257964
1379,105.576253570749
1380,139.999166887675
1381,162.239365583273
1382,131.432233681553
1383,118.466887949301
1384,167.04442195314
1385,161.044162447896
1386,154.516632661024
1387,131.822655414125
1388,116.878243809038
1389,125.693314274692
1390,159.088082665482
1391,145.192623971209
1392,132.353780306943
1393,160.129815353386
1394,149.769217465789
1395,157.589715893992
1396,140.844229347079
1397,148.80132837627
1398,176.141492966853
1399,144.389028250908
1400,146.980138306413
1401,160.977864324193
1402,149.201176893119
1403,133.381260658076
1404,145.732466645975
1405,212.180793071857
1406,161.623344767803
1407,143.292650276467
1408,147.323385925059
1409,163.24938847464
1410,141.499238792091
1411,157.865120615259
1412,154.915885763749
1413,152.489698679426
1414,146.302650128137
1415,157.56061920294
1416,158.499460220991
1417,116.804394971727
1418,152.561781885511
1419,117.620318032429
1420,132.94707895153
1421,147.387408919175
1422,147.307761957632
1423,123.680497210132
1424,146.635811757418
1425,151.357694713486
1426,107.097544672806
1427,162.34714779085
1428,149.213753883362
1429,157.464354037928
1430,136.398349009715
1431,162.297968522533
1432,166.644285180952
1433,106.232672994987
1434,140.937344081036
1435,130.73522135378
1436,130.949601737484
1437,138.42182371574
1438,164.734323160139
1439,156.291101299231
1440,159.82786671621
1441,156.056707465076
1442,109.147973866844
1443,146.771174164929
1444,157.391639141621
1445,138.250087226093
1446,113.353472565402
1447,165.915362514182
1448,141.349749944568
1449,146.545160074666
1450,154.940564517996
1451,135.42279648986
1452,141.447463873313
1453,152.951718205836
1454,158.982543299455
1455,168.145957652546
1456,166.183808839621
1457,145.198741382147
1458,142.416207299678
1459,130.332406047285
1460,106.889536784934
1461,156.294551581759
1462,131.218174784995
1463,136.483200600825
1464,120.362642200822
1465,151.359675670619
1466,130.361270439651
1467,144.860632858338
1468,110.841190718309
1469,136.863595428432
1470,143.73243468462
1471,159.100157063887
1472,164.31320190571
1473,145.581545364461
1474,127.194413832501
1475,172.292474631682
1476,138.08260173558
1477,147.2309897425
1478,139.757760042044
1479,171.059687712239
1480,128.579217346402
1481,195.77270906746
1482,127.698584369133
1483,160.45901391641
1484,167.399913589324
1485,167.28703428902
1486,158.014245272912
1487,161.564265273632
1488,180.792815751857
1489,126.316930197734
1490,162.830378785511
1491,142.137192212989
1492,145.017090533697
1493,133.143165462696
1494,165.837793826326
1495,151.917672695126
1496,197.773811542617
1497,182.495426518479
1498,139.463116358393
